page	line	entry_id	zone	token	issue	suggestion	line_excerpt
2	13	0	german_prose_with_translit	alterungsbeständigem	invalid_translit_shape	alterungsbeständigem	Gedruckt auf säurefreiem und alterungsbeständigem Papier
2	13	0	german_prose_with_translit	alterungsbeständigem	german_umlaut_in_translit_context	alterungsbeständigem	Gedruckt auf säurefreiem und alterungsbeständigem Papier
4	21	0	german_prose_with_translit	Übersetzung	invalid_translit_shape	Übersetzung	dins. Sanskritfragmente nebst einer Analyse der chinesischen Übersetzung Berlin:
4	21	0	german_prose_with_translit	Übersetzung	german_umlaut_in_translit_context	Übersetzung	dins. Sanskritfragmente nebst einer Analyse der chinesischen Übersetzung Berlin:
4	23	0	german_prose_with_translit	Veröffentlichung	invalid_translit_shape	Veröffentlichung	Orientforschung, Veröffentlichung Nr. 27 = Sanskrittexte aus den Jurfanfunden
4	23	0	german_prose_with_translit	Veröffentlichung	german_umlaut_in_translit_context	Veröffentlichung	Orientforschung, Veröffentlichung Nr. 27 = Sanskrittexte aus den Jurfanfunden
5	12	0	german_prose_with_translit	Anhängeregel	invalid_translit_shape	Anhängeregel	"— ra la gyi (metr.) ""die Anhängeregel [lau-"
5	12	0	german_prose_with_translit	Anhängeregel	german_umlaut_in_translit_context	Anhängeregel	"— ra la gyi (metr.) ""die Anhängeregel [lau-"
5	43	0	german_prose_with_translit	Öffnung	invalid_translit_shape	Öffnung	"Öffnung des Loches"" (MigTo 148,29); rdeb"
5	43	0	german_prose_with_translit	Öffnung	german_umlaut_in_translit_context	Öffnung	"Öffnung des Loches"" (MigTo 148,29); rdeb"
6	26	1	german_prose_with_translit	enanhänger	invalid_translit_shape	enanhänger	"enanhänger oder Laienanhängerinnen"" (Suv"
6	26	1	german_prose_with_translit	enanhänger	german_umlaut_in_translit_context	enanhänger	"enanhänger oder Laienanhängerinnen"" (Suv"
6	26	1	german_prose_with_translit	Laienanhängerinnen	invalid_translit_shape	Laienanhängerinnen	"enanhänger oder Laienanhängerinnen"" (Suv"
6	26	1	german_prose_with_translit	Laienanhängerinnen	german_umlaut_in_translit_context	Laienanhängerinnen	"enanhänger oder Laienanhängerinnen"" (Suv"
7	36	2	german_prose_with_translit	angezündet	invalid_translit_shape	angezündet	"be die Lampe des Dharma angezündet"" (Suv"
7	36	2	german_prose_with_translit	angezündet	german_umlaut_in_translit_context	angezündet	"be die Lampe des Dharma angezündet"" (Suv"
9	6	2	german_prose_with_translit	Ichs'	confusable_char	lchs'	legte das Na-brgyad-ma (die 'Acht Ichs') als
9	40	3	german_prose_with_translit	tatsächliche	invalid_translit_shape	tatsächliche	"sind, die tatsächliche Vergehen [verüben]"""
9	40	3	german_prose_with_translit	tatsächliche	german_umlaut_in_translit_context	tatsächliche	"sind, die tatsächliche Vergehen [verüben]"""
11	52	3	german_prose_with_translit	hänge	invalid_translit_shape	hänge	"cig (metr.) ""hänge dich nicht an das, was sich"
11	52	3	german_prose_with_translit	hänge	german_umlaut_in_translit_context	hänge	"cig (metr.) ""hänge dich nicht an das, was sich"
11	67	3	german_prose_with_translit	Verfügung	invalid_translit_shape	Verfügung	"Verfügung zu stellen"" (Wadd135n 8); bka'"
11	67	3	german_prose_with_translit	Verfügung	german_umlaut_in_translit_context	Verfügung	"Verfügung zu stellen"" (Wadd135n 8); bka'"
11	84	3	german_prose_with_translit	Unglücke	invalid_translit_shape	Unglücke	"Krankheitsdāmonen und keine Unglücke!"""
11	84	3	german_prose_with_translit	Unglücke	german_umlaut_in_translit_context	Unglücke	"Krankheitsdāmonen und keine Unglücke!"""
12	55	3	german_prose_with_translit	selbstsüch	invalid_translit_shape	selbstsüch	"la (metr.) ""mein Prinz, sei nicht selbstsüch-"
12	55	3	german_prose_with_translit	selbstsüch	german_umlaut_in_translit_context	selbstsüch	"la (metr.) ""mein Prinz, sei nicht selbstsüch-"
13	5	3	german_prose_with_translit	jünge	invalid_translit_shape	jünge	"rtswa śih la yani dban — bskur te ""der jünge-"
13	5	3	german_prose_with_translit	jünge	german_umlaut_in_translit_context	jünge	"rtswa śih la yani dban — bskur te ""der jünge-"
13	37	3	german_prose_with_translit	Schriftstücken	invalid_translit_shape	Schriftstücken	in Schriftstücken festgehalten und ist wohl
13	37	3	german_prose_with_translit	Schriftstücken	german_umlaut_in_translit_context	Schriftstücken	in Schriftstücken festgehalten und ist wohl
13	61	3	german_prose_with_translit	Abkömmlinge	invalid_translit_shape	Abkömmlinge	[seine] Abkömmlinge und Nachkommen-
13	61	3	german_prose_with_translit	Abkömmlinge	german_umlaut_in_translit_context	Abkömmlinge	[seine] Abkömmlinge und Nachkommen-
14	13	3	german_prose_with_translit	Mängeln	invalid_translit_shape	Mängeln	"nicht mit Mängeln behaftet war"" (Mil 57,4);"
14	13	3	german_prose_with_translit	Mängeln	german_umlaut_in_translit_context	Mängeln	"nicht mit Mängeln behaftet war"" (Mil 57,4);"
14	28	4	german_prose_with_translit	Berücksichtigung	invalid_translit_shape	Berücksichtigung	den Händlers ohne Berücksichtigung, ob er
14	28	4	german_prose_with_translit	Berücksichtigung	german_umlaut_in_translit_context	Berücksichtigung	den Händlers ohne Berücksichtigung, ob er
14	42	4	german_prose_with_translit	uneingeschränkte	invalid_translit_shape	uneingeschränkte	rab sind uneingeschränkte Handlungen von
14	42	4	german_prose_with_translit	uneingeschränkte	german_umlaut_in_translit_context	uneingeschränkte	rab sind uneingeschränkte Handlungen von
16	32	10	latin_other	ringschätzung	invalid_translit_shape	ringschätzung	ringschätzung.
16	32	10	latin_other	ringschätzung	german_umlaut_in_translit_context	ringschätzung	ringschätzung.
16	54	11	german_prose_with_translit	Augentrübung	invalid_translit_shape	Augentrübung	"die Augentrübung"" (Yś 50d)."
16	54	11	german_prose_with_translit	Augentrübung	german_umlaut_in_translit_context	Augentrübung	"die Augentrübung"" (Yś 50d)."
17	48	18	german_prose_with_translit	Anhänger	invalid_translit_shape	Anhänger	ne große Schar Muslime, Anhänger des Leh-
17	48	18	german_prose_with_translit	Anhänger	german_umlaut_in_translit_context	Anhänger	ne große Schar Muslime, Anhänger des Leh-
18	27	23	latin_other	landä'i	invalid_translit_shape	landä'i	su ///5)/// źes bya bas dpal na landä'i gnas su
18	27	23	latin_other	landä'i	german_umlaut_in_translit_context	landä'i	su ///5)/// źes bya bas dpal na landä'i gnas su
18	49	25	german_prose_with_translit	śinaväsika	invalid_translit_shape	śinaväsika	dha luden den edlen śinaväsika aus Śrāvastī
18	49	25	german_prose_with_translit	śinaväsika	german_umlaut_in_translit_context	śinaväsika	dha luden den edlen śinaväsika aus Śrāvastī
19	4	27	latin_other	bängs	invalid_translit_shape	bängs	di yin te / bla ma da lta 'dinami bängs ...
19	4	27	latin_other	bängs	german_umlaut_in_translit_context	bängs	di yin te / bla ma da lta 'dinami bängs ...
19	25	29	headword_line	Hauptschützer	invalid_translit_shape	Hauptschützer	མ་མགོན་ ma mgon Hauptschützer.
19	25	29	headword_line	Hauptschützer	german_umlaut_in_translit_context	Hauptschützer	མ་མགོན་ ma mgon Hauptschützer.
19	28	29	german_prose_with_translit	Hauptschützer	invalid_translit_shape	Hauptschützer	steigt der Hauptschützer in den lHiimmels-
19	28	29	german_prose_with_translit	Hauptschützer	german_umlaut_in_translit_context	Hauptschützer	steigt der Hauptschützer in den lHiimmels-
19	51	31	german_prose_with_translit	Mißachtung	invalid_translit_shape	Mißachtung	usw. dem Scher Durväsas keine Mißachtung
19	51	31	german_prose_with_translit	Mißachtung	german_umlaut_in_translit_context	Mißachtung	usw. dem Scher Durväsas keine Mißachtung
20	31	37	german_prose_with_translit	zusammengefaßt	invalid_translit_shape	zusammengefaßt	"dril nas ""sie sind zusammengefaßt aus dem"
20	31	37	german_prose_with_translit	zusammengefaßt	german_umlaut_in_translit_context	zusammengefaßt	"dril nas ""sie sind zusammengefaßt aus dem"
20	57	42	latin_other	ungewiß	invalid_translit_shape	ungewiß	1. ungewiß, unsicher, unbestimmt, nicht
20	57	42	latin_other	ungewiß	german_umlaut_in_translit_context	ungewiß	1. ungewiß, unsicher, unbestimmt, nicht
