source_queue	volume	page	line	token_index	source_token	proposed_target	candidate_family	context_excerpt	evidence	confidence	suggested_action	block_reason	score	score_explanation
corrected_text_scan	wts_9_m	4	15	3	$	ś	guarded_dollar_to_sacute	Iranistik 19, $. 109-122.	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	9	83	5	$	ś	guarded_dollar_to_sacute	"bisun mo ... 0?7/$ — dga’ nas ""seine beiden Ge-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	10	12	3	$1284	ś1284	guarded_dollar_to_sacute	"ten hat"" ($1284 b3); siom pa — bskyed de"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	11	85	7	$	ś	guarded_dollar_to_sacute	(Vdk-M 157,2); bu 9)7/$ dwa ru — bZag dan	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	11	87	7	$	ś	guarded_dollar_to_sacute	"sen zurück!"" (gZer 609,5); tha /$/)/9 — bsriel"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	15	53	5	$	ś	guarded_dollar_to_sacute	"lteba'i dkyil du bu ༡// {$ } srog thag daṅ —"" sñiñ"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	19	37	4	$	ś	guarded_dollar_to_sacute	"spyan ldan yons $// mya an 'das ""Anirud-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	19	79	3	$	ś	guarded_dollar_to_sacute	babs bźi . .. $?7/7 ma la pha brgyud (r. rgyud)	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	20	79	4	$	ś	guarded_dollar_to_sacute	"4428); — 9/7/$ = dvav aniyatan ""zwei un-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	21	11	3	$5	ś5	guarded_dollar_to_sacute	"Lex. — 07/$5 = dviv aniyatan ""die beiden un-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	29	50	3	$	ś	guarded_dollar_to_sacute	"na ka $ / manidzu Sri dzñā na ""die dreizehn"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	31	80	9	$	ś	guarded_dollar_to_sacute	"mischt"" (Hipp 193,19); — ru rta a rc ($)(2༡///"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	33	23	2	$	ś	guarded_dollar_to_sacute	ma $/?////	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	33	32	9	$	ś	guarded_dollar_to_sacute	225); tshas nan na / ma pani ni! mtsho ?/$ brun	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	36	83	3	$	ś	guarded_dollar_to_sacute	— ni khra ¡$ 'ishal / 'ur prug ni thani la gram	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	39	63	3	$	ś	guarded_dollar_to_sacute	"— la sgos $// sdani po byed mi ""Nachbarn, die"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	40	25	7	$	ś	guarded_dollar_to_sacute	35,15); ben grüis 0)7/$ 'gyur ~~ 7 / lo geig na	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	44	77	10	$	ś	guarded_dollar_to_sacute	"Nutzen sein"" (Tär 159,15); dus ma ?0/1($) pa"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	45	4	3	$	ś	guarded_dollar_to_sacute	"Zeiten"" (Dagy); ?/ (///$ = anāgatakālah ""zu-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	46	5	3	$	ś	guarded_dollar_to_sacute	"134,8); /$/)/// —s sdug bsṅal bar gyur ta re ""es"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	47	2	2	$	ś	guarded_dollar_to_sacute	མཱ་ར་སྙེང་ཟ་ *་ mära $/7//? za ...	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	47	17	2	$	ś	guarded_dollar_to_sacute	"11661); ///$ ) // — chas Zugs (metr.) ""sein Kör-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	56	21	3	$	ś	guarded_dollar_to_sacute	2. Imtsho $)7/)? ma ha de wa.	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	57	78	3	$	ś	guarded_dollar_to_sacute	"bZin du $?7/7? rje rje skad du hu'o ""wie ci-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	65	78	8	9$5	9ś5	guarded_dollar_to_sacute	"genstände"" (gNas 4,7); phyi nani 7/9$5 pa"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	66	29	4	$	ś	guarded_dollar_to_sacute	"489); da royal $ Zn 07// phyin ril bgyis ""da"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	66	31	6	$	ś	guarded_dollar_to_sacute	"dern"" (PT1288 23); da royal ~$ / mtsho"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	66	32	5	$0	ś0	guarded_dollar_to_sacute	nag ston rur / rgya $0'// den pan dan / nol	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	67	16	10	$	ś	guarded_dollar_to_sacute	"heißt es"" (Tär 99,7); royal po tu ruska ~$"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	69	70	6	5$	5ś	guarded_dollar_to_sacute	(Akhr2 100,13); 9)7/5$ kyani — so byas na gsum	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_9_m	74	72	3	$	ś	guarded_dollar_to_sacute	lho phyogs $?10// po — 'phren ba rgyus (metr.)	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
