source_queue	volume	page	line	from_token	proposed_target	reason	applied	context_excerpt	confidence	suggested_action
review_queue	wts_8_b	55	60	dnantaryamärgab	dnantaryamārgab	sanskrit_char_normalize	0	"= .dnantaryamärgab ""Weg ohne Hindernisse"""	review	review
review_queue	wts_8_b	130	72	Sanisära	Saṃsāra	sanskrit_promoted_context_allowlist	0	"er aus dem Sanisära vertrieben"" (Suv 60,#);"	review	review
review_queue	wts_8_b	136	90	Sanisära	Saṃsāra	sanskrit_promoted_context_allowlist	0	"— barrigsso ""es ist angebracht, dem Sanisära"	review	review
review_queue	wts_8_b	153	26	Sarnsära	Saṃsāra	sanskrit_promoted_context_allowlist	0	"fängnis des Sarnsära"" (gZer 174,1); las dge"	review	review
review_queue	wts_8_b	218	52	Sanisära	Saṃsāra	sanskrit_promoted_context_allowlist	0	"tendste im Sanisära ist!"" (Ppu 112b); boddn"	review	review
review_queue	wts_8_b	238	18	Sanisära	Saṃsāra	sanskrit_promoted_context_allowlist	0	"den des Sanisära beseitigt"" (ThK 2: 525,3);"	review	review
review_queue	wts_8_b	490	12	Sanisära	Saṃsāra	sanskrit_promoted_context_allowlist	0	"(metr.) ""das Ergebnis ist, daß Sanisära und"	review	review
review_queue	wts_8_b	517	27	Sanisära	Saṃsāra	sanskrit_promoted_context_allowlist	0	nis der schauerlichen Wüiste des Sanisära be-	review	review
corrected_text_scan	wts_8_b	3	23	Pramäna		residual_sanskrit_like_damage		(Madhyamaka, Prajñāpāramitā, Vinaya, Abhidharma und Pramäna) und zahlreiche,	low	review
corrected_text_scan	wts_8_b	5	29	Erzählstoffe		residual_sanskrit_like_damage		Buddhismus promoviert. Die Doktorarbeit Dre Erzählstoffe des Mālasarvāstivāda	low	review
corrected_text_scan	wts_8_b	7	20	Erzählstoffe		residual_sanskrit_like_damage		Die Erzählstoffe des Mūlasarvāstivādavinaya, analysiert auf Grund der tibe-	low	review
corrected_text_scan	wts_8_b	13	59	wärmenden		residual_sanskrit_like_damage		"Maksika, wärmenden Heilmitteln"" (Yś 45a);"	low	review
corrected_text_scan	wts_8_b	15	30	Vanapäla		residual_sanskrit_like_damage		"Vanapäla, ein Sohn des Königs Dharmapāla"""	low	review
corrected_text_scan	wts_8_b	16	24	romakäpah		residual_sanskrit_like_damage		Lex. romakäpah (Mvy 4052, 6836).	low	review
corrected_text_scan	wts_8_b	19	19	Nähe		residual_sanskrit_like_damage		"""als der Bodhisattva in die Nähe von Bena-"	low	review
corrected_text_scan	wts_8_b	20	66	Tär		residual_sanskrit_like_damage		"beherrscht Mu-ñañ"" (Tär 200,12)."	low	review
corrected_text_scan	wts_8_b	23	28	gopälah		residual_sanskrit_like_damage		Lex. gopälah (Mvy 3827).	low	review
corrected_text_scan	wts_8_b	24	22	mätulungam		residual_sanskrit_like_damage		Lex. mätulungam (Mvy 5810).	low	review
corrected_text_scan	wts_8_b	26	6	sorgfältig		residual_sanskrit_like_damage		"klug, umsichtig und sorgfältig war"" (K1 ña"	low	review
corrected_text_scan	wts_8_b	29	13	Vyäsa		residual_sanskrit_like_damage		Vyäsa dabei war, mit Käśisundarinandä un-	low	review
corrected_text_scan	wts_8_b	29	13	Käśisundarinandä		residual_sanskrit_like_damage		Vyäsa dabei war, mit Käśisundarinandä un-	low	review
corrected_text_scan	wts_8_b	30	43	Tär		residual_sanskrit_like_damage		"Auszeichnung"" (Tär 4,22); ~ gu yaṅ la zla"	low	review
corrected_text_scan	wts_8_b	34	68	jävitam		residual_sanskrit_like_damage		Lex. jävitam (Mvy 4999); — rgyug pa =	low	review
corrected_text_scan	wts_8_b	37	5	parisandavärikahb		residual_sanskrit_like_damage		Lex. parisandavärikahb (Mvy 9072).	low	review
corrected_text_scan	wts_8_b	39	72	fäß		residual_sanskrit_like_damage		"fäß für chaṅ; ban ist chinesisch"" (brDa)."	low	review
corrected_text_scan	wts_8_b	40	31	geschätzt		residual_sanskrit_like_damage		"geschätzt hatte"" (In5 W12); ~ ñid rjes 'baris"	low	review
