volume	page	line	token_index	source_file	source_queue	source_token	suspected_marker_source	suspected_marker_target	suspected_direction	attached_token	normalized_attached_token_candidate	context_excerpt	zone	near_tibetan_script	near_transliteration	near_vgl	near_headword	candidate_family	confidence	suggested_action	notes
wts_8_b	12	42	1	wts_8_b_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	dan	dan	rta śu bo Zur po rtin kar / dan — gcig gis bskyed	german_prose_with_translit	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_8_b	12	47	1	wts_8_b_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	dan	dan	yun dari / ~ dan / ñeu Sin gi rtsa ba dari	german_prose_with_translit	0	1	1	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_8_b	13	19	5	wts_8_b_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	dbyibs	dbyibs	"~~ /7/ ..khan pa gru /2/?/ dbyibs la an zer ""bgo"	german_prose_with_translit	0	1	1	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_8_b	13	49	1	wts_8_b_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	btsags	btsags	lhan cig tu btags te / btsags pa ni dug sman	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_8_b	14	45	1	wts_8_b_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	rgyal	rgyal	kha cig ni gdugs dan / rgyal mtshan dan /	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_8_b	16	28	1	wts_8_b_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	yan	yan	nas ni / yan lag thams cad tshim par byed	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_8_b	16	52	2	wts_8_b_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	dgeirtsa	dgeirtsa	dbye na ... bra sti / — / dgeirtsa ...rgyalkhag	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_8_b	17	66	2	wts_8_b_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	tsha	tsha	146); vgl. |//)¿ tsha.	german_prose_with_translit	0	1	1	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_8_b	19	68	2	wts_8_b_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	dan	dan	skyu ru ra dai /arura dan / — dan...	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_8_b	20	2	1	wts_8_b_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	dan	dan	bhitakam (Mvy 5797), aruradan / ~ dan /	german_prose_with_translit	0	1	1	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_8_b	21	2	1	wts_8_b_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	ba'i	ba'i	gi lei ba dan / ba'i gcin dan ... za Zin 'thun	german_prose_with_translit	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_8_b	23	23	1	wts_8_b_corrected_full.txt	corrected_text_scan	/ha'i	/	↑/↓	direction_needs_review	ha'i	ha'i	Lex. /ha'i glu mkhan (brDa, Dagy).	german_prose_with_translit	0	1	0	0	ocr_prefix_slash_reference_marker_candidate	medium	exact_review_candidate	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_8_b	24	2	1	wts_8_b_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	dan	dan	"mkhan sug dan / ~ dan ba sñug dan ""Wermut"	german_prose_with_translit	0	1	1	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_8_b	24	7	3	wts_8_b_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	mkhan	mkhan	— /Sugpa / 'am (7. 'om) bu / mkhan pa sogs	german_prose_with_translit	0	1	1	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_8_b	26	10	1	wts_8_b_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	dan	dan	15b); gari zig chos 'dul'di la ni / — dan ldan	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_8_b	26	54	1	wts_8_b_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	mkhas	mkhas	gsod pa mhon du 'ori bZin du / mkhas pa su	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_8_b	27	37	1	wts_8_b_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	lhag	lhag	la de / — lhag ma'ani ... khyod kyis rab tu	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_8_b	30	12	1	wts_8_b_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	mkhas	mkhas	47 lpagssiba'irgyus pa dan ... la / mkhas pa su	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_8_b	30	31	1	wts_8_b_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	tsher	tsher	ni bdag la'an bdag / tsher ma la sogs gnod	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_8_b	30	79	1	wts_8_b_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	sgra	sgra	zla bai — brjod pa yis / sgra gcan 'dzin	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_8_b	32	78	1	wts_8_b_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	gnas	gnas	"la'an / — gnas par bya dgos na (metr.) ""auch"	german_prose_with_translit	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
