source_queue	volume	page	line	token_index	source_token	proposed_target	candidate_family	context_excerpt	evidence	confidence	suggested_action	block_reason	score	score_explanation
corrected_text_scan	wts_8_b	14	80	1	$	ś	guarded_dollar_to_sacute	"[$© und rote Banner, phya ra ra"" (gZi 2: 64,2)."	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	17	50	5	$	ś	guarded_dollar_to_sacute	(brDa); zil pa (Dagy); ~$ rag pa = zil pas	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	22	27	4	$	ś	guarded_dollar_to_sacute	hurica (vgl. Goldstein $. v.), auch ba	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	25	10	5	$	ś	guarded_dollar_to_sacute	DC. (vgl. PW 6.649 $. ¥).	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	29	12	2	$	ś	guarded_dollar_to_sacute	"rjes $// myon Zin 'dug pa na ""als der Seher"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	30	63	6	$0	ś0	guarded_dollar_to_sacute	"Lex. — pa = chan ""thuns pas $0///5 bag med"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	31	22	2	$	ś	guarded_dollar_to_sacute	463 $. v. laisika).	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	38	65	4	$	ś	guarded_dollar_to_sacute	byed rnams / — las $// mkhas pas rab tu bstan	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	46	19	8	$	ś	guarded_dollar_to_sacute	"sdoris nas lha sdan baud du {?) /:4/)$ ""aus dem"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	49	23	3	$	ś	guarded_dollar_to_sacute	བཛྲ་ཨཱ་ས་ན་ badzra ā $ ¢ ¿¢ npr. Bodhgaya in	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	54	16	4	$07	ś07	guarded_dollar_to_sacute	— phan ishun gi $07 blon pos gnod pa	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	55	40	7	$	ś	guarded_dollar_to_sacute	vor sich hat, vgl. SWTT 1.437 $. v. ekavfcika.	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	57	54	9	$	ś	guarded_dollar_to_sacute	"sħags-gliñ"" (gNas 20,8); si 0?7/$ po'i ~ sman"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	59	66	10	$	ś	guarded_dollar_to_sacute	(Sdr 410,6); — rdzon sdod dpal gron 0?7/$ nas	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
