page	line	entry_id	zone	from_token	to_token	tier	reason	applied	line_excerpt
1	2	1	german_prose_with_translit	siñ	siṅ	A	confusable_nya_coda_safe	1	Lex. pho ba'i ~ siñ ju bar byed pa dang ldan
1	36	3	german_prose_with_translit	siñ	siṅ	A	confusable_nya_coda_safe	1	Harze sind: siñ kun, sra rtsi, rgya skegs, spra
1	50	4	headword_line	oñs	oṅs	A	explicit_user_allowlist	1	ད་འོང་ drod 'oṅ auch drod 'oñs, drod 'oñs dus
1	50	4	headword_line	oñs	oṅs	A	explicit_user_allowlist	1	ད་འོང་ drod 'oṅ auch drod 'oñs, drod 'oñs dus
1	67	4	german_prose_with_translit	$es	śes	A	explicit_user_allowlist	1	Lex. drod mi $es = ran tshod mi $es pa laan
1	67	4	german_prose_with_translit	$es	śes	A	explicit_user_allowlist	1	Lex. drod mi $es = ran tshod mi $es pa laan
2	6	5	latin_other	Idan	ldan	A	confusable_initial_I_to_l_lexicon	1	"~ Idan dus sa bon gdab (metr.) ""wenn es"
2	59	8	latin_other	$a	śa	A	confusable_dollar_to_sacute_lexicon	1	dir gan $a sar pa dan khrag — yod na de ni ...
2	78	9	german_prose_with_translit	oñ	oṅ	A	confusable_nya_coda_safe	1	"Lex. yi (digar oñ ba ""ansprechend"" (brDa,"
3	16	11	german_prose_with_translit	$a	śa	A	confusable_dollar_to_sacute_lexicon	1	Lex. dron $a (v.l. 70) = pakvarasah (Mvy
3	31	11	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	1	"— pa (metr.) ""allein der Schleim, der 111"
3	57	19	german_prose_with_translit	Ihe'am	lhe'am	A	confusable_initial_I_to_l_marked_context	1	Lex. stod he zdban rdzas stod Ihe'am — Ita bu
3	57	19	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	Lex. stod he zdban rdzas stod Ihe'am — Ita bu
4	3	21	latin_other	Iha	lha	A	explicit_case_sensitive_allowlist	1	mchod pa bgyis te / Iha khan bskor —
4	46	23	german_prose_with_translit	As$oka	Aśoka	A	confusable_dollar_to_sacute_shape_safe	1	"Zin ""die Zeit des jungen Königs As$oka fällt"
4	55	23	german_prose_with_translit	dañ	daṅ	A	explicit_user_allowlist	1	"mi glen pa la dig pa dañ ""dhik ist ein Äquiva-"
5	37	25	german_prose_with_translit	I$vari	Iśvari	A	confusable_dollar_to_sacute_shape_safe	1	"um I$vari mit dem Eid zu binden"" (Nel 922)."
5	52	25	latin_other	dañ	daṅ	A	explicit_user_allowlist	1	pa dañ 'dogs rgyu dan thogs sig (brDa).
6	65	28	headword_line	gdañ	gdaṅ	A	confusable_to_headword	1	གདང་ཁ་ gdaṅ kha îgdañ ga.
6	68	29	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"Lex. khyim bya ñal sa'igdani Ita bu ""wie: Stan-"
