bucket	token	count
wts_35_51:dollar_artifact	$	474
wts_35_51:dollar_artifact	g$	1
wts_35_51:dollar_artifact	$rT	1
wts_35_51:initial_confusable_I	Itar	130
wts_35_51:initial_confusable_I	Ins	83
wts_35_51:initial_confusable_I	Ina	73
wts_35_51:initial_confusable_I	Inneren	41
wts_35_51:initial_confusable_I	Ich	38
wts_35_51:initial_confusable_I	Indien	37
wts_35_51:initial_confusable_I	Indras	35
wts_35_51:initial_confusable_I	Ice	33
wts_35_51:initial_confusable_I	Imperativ	30
wts_35_51:initial_confusable_I	Ira	30
wts_35_51:initial_confusable_I	Itun	29
wts_35_51:initial_confusable_I	Irnam	28
wts_35_51:initial_confusable_I	Inhalt	27
wts_35_51:initial_confusable_I	Idog	21
wts_35_51:initial_confusable_I	Idum	20
wts_35_51:initial_confusable_I	ITC	19
wts_35_51:initial_confusable_I	Ing	19
wts_35_51:initial_confusable_I	Iba	19
wts_35_51:initial_confusable_I	Inkarnation	19
wts_35_51:initial_confusable_I	Ito	18
wts_35_51:initial_confusable_I	Ide	18
wts_35_51:initial_confusable_I	ITJ	17
wts_35_51:initial_confusable_I	Ini	16
wts_35_51:initial_confusable_I	Ite	16
wts_35_51:initial_confusable_I	Irmam	16
wts_35_51:initial_confusable_I	Itag	15
wts_35_51:initial_confusable_I	Innere	15
wts_35_51:initial_confusable_I	Ipags	15
wts_35_51:initial_confusable_I	Inneres	14
wts_35_51:initial_confusable_I	IPL	13
wts_35_51:initial_confusable_I	Ings	12
wts_35_51:initial_confusable_I	Idin	12
wts_35_51:initial_confusable_I	Idon	11
wts_35_51:initial_confusable_I	Indra	10
wts_35_51:initial_confusable_I	Inas	10
wts_35_51:initial_confusable_I	Ind	10
wts_35_51:initial_confusable_I	Idem	10
wts_35_51:initial_confusable_I	Ider	10
wts_35_51:initial_confusable_I	Innern	9
wts_35_51:initial_confusable_I	Ihn	9
wts_35_51:initial_confusable_I	Ihr	9
wts_35_51:initial_confusable_I	Iugs	8
wts_35_51:initial_confusable_I	Isa	8
wts_35_51:initial_confusable_I	Ibden	8
wts_35_51:initial_confusable_I	Int	8
wts_35_51:initial_confusable_I	Idab	8
wts_35_51:initial_confusable_I	International	8
wts_35_51:initial_confusable_I	Indica	8
wts_35_51:initial_confusable_I	Ius	7
wts_35_51:initial_confusable_I	Ibdag	7
wts_35_51:initial_confusable_I	IsonNth	7
wts_35_51:initial_confusable_I	Inl	7
wts_35_51:initial_confusable_I	Ida	7
wts_35_51:initial_confusable_I	Inam	7
wts_35_51:initial_confusable_I	Ispyan	7
wts_35_51:initial_confusable_I	Interesse	6
wts_35_51:initial_confusable_I	Ibde	6
wts_35_51:initial_confusable_I	Ibo	6
wts_35_51:initial_confusable_I	IDeKh	6
wts_35_51:initial_confusable_I	Ikog	6
wts_35_51:initial_confusable_I	Inzest	6
wts_35_51:initial_confusable_I	Instrument	6
wts_35_51:initial_confusable_I	IsKh	6
wts_35_51:initial_confusable_I	Idom	6
wts_35_51:initial_confusable_I	Inan	6
wts_35_51:initial_confusable_I	Insekten	5
wts_35_51:initial_confusable_I	Inhalte	5
wts_35_51:initial_confusable_I	IhK	5
wts_35_51:initial_confusable_I	Idons	5
wts_35_51:initial_confusable_I	Ist	5
wts_35_51:initial_confusable_I	Inschrift	5
wts_35_51:initial_confusable_I	Indiens	5
wts_35_51:initial_confusable_I	IDe	5
wts_35_51:initial_confusable_I	Indologie	5
wts_35_51:initial_confusable_I	IATS	5
wts_35_51:initial_confusable_I	Indus	5
