frozen_prepass_sha	volume	page	line	token_index	tibetan_syllable	source_token	target	candidate_status	alignment_category	damage_category	context_excerpt
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	387	114	2	གྲོང	gron	groṅ	echo	uncertain	uncertain	"གྲོང་གི་ Saas"" gron gi gcan gzan Wächter,"
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	388	9	4	གྲོང	gron	groṅ	echo	explicit_same_lemma_repetition	none	གྲོང་རྔལ་ gron rdal auch gron brdal Siedlung,
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	59	196	3	གྲོང	gron	groṅ	positional	dominant_internal_consensus	none	ཀུ་ཤའི་གྲོང་ཁྱེར་ ku Sa’i gron khyer (ku śa), auch ku
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	386	149	1	གྲོང	gron	groṅ	positional	dominant_internal_consensus	none	གྲོང་ gron auch ~ kha Dorf, Stadt, Haushalt.
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	387	2	1	གྲོང	gron	groṅ	positional	dominant_internal_consensus	none	གྲོང་སྐད་ gron skad Umgangssprache, Dialekt.
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	387	144	1	གྲོང	gron	groṅ	positional	damaged_context	latin_headword_overlap	གྲོང་ཆོས་མ་གོས་པ་ gron chos ma 903 pa junges
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	387	151	1	གྲོང	gron	groṅ	positional	dominant_internal_consensus	none	གྲོང་དུ་འདྲེན་པ་ gron du ’dren pa
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	387	161	1	གྲོང	gron	groṅ	positional	dominant_internal_consensus	none	གྲོང་འཇུག་ gron ’jug auch grons ’jug Bewußt-
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	388	1	1	གྲོང	gron	groṅ	positional	dominant_internal_consensus	none	གྲོང་དད་ gron dud
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	388	3	1	གྲོང	gron	groṅ	positional	dominant_internal_consensus	none	གྲོང་དད་ gron dud Hauswesen, Haushalt.
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	388	9	1	གྲོང	gron	groṅ	positional	dominant_internal_consensus	none	གྲོང་རྔལ་ gron rdal auch gron brdal Siedlung,
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	388	40	1	གྲོང	gron	groṅ	positional	dominant_internal_consensus	none	གྲོང་པ་ gron pa auch ’groṅ ba zum Dorf gehö-
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	388	64	1	གྲོང	gron	groṅ	positional	dominant_internal_consensus	none	གྲོང་དཔོན་ gron dpon Dorfvorsteher.
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	388	115	1	གྲོང	gron	groṅ	positional	dominant_internal_consensus	none	གྲོང་གསེབ་ gron gseb Dorf.
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	655	133	3	གྲོང	gron	groṅ	positional	dominant_internal_consensus	none	ཆུ་སིན་གྲོང་ཀྱེར་ chu srin gron khyer Bez. des
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	703	39	3	གྲོང	gron	groṅ	positional	damaged_context	latin_headword_overlap	འཆི་མེད་གྲོང་གཙོ་ 'chi med gron 9750 Beiname
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	1321	73	3	གྲོང	gron	groṅ	positional	dominant_internal_consensus	none	དྲི་ཟའི་གྲོང་ཁྱེར་ dri za’i gron khyer „Gandhar-
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_35_51	820	13	2	བཏང	btan	btaṅ	echo	uncertain	uncertain	བཏང་ spyi btan ↓ spyir bian.
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_35_51	828	51	5	བཏང	btan	btaṅ	echo	explicit_same_lemma_repetition	none	སྤྱིར་བཏང་ spyir btaṅ auch spyi btan.
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	901	155	1	བཏང	btan	btaṅ	positional	dominant_internal_consensus	none	བཏང་ btan
