frozen_prepass_sha	historical_baseline_sha	volume	page	line	token_index	tibetan_syllable	source_token	target	candidate_status	alignment_category	damage_category	historical_anchor_identity	historical_anchor_provenance_class	family_identity_evidence	row_local_review_result	context_excerpt
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1297	12	3	དྲང	dran	draṅ	echo	explicit_same_lemma_repetition	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	explicit_same_lemma_repetition	དྲང་ 'dran auch ’dran fut. zu 1776.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1298	81	4	དྲང	dran	draṅ	echo	explicit_same_lemma_repetition	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	explicit_same_lemma_repetition	དྲང་དོན་ dran don auch dran ba’i don vorläufi-
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1302	90	5	དྲང	dran	draṅ	echo	explicit_same_lemma_repetition	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	explicit_same_lemma_repetition	དྲང་སྲོང་གནས་ dran sron gnas auch dran sron gi
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_35_51	813	40	3	དྲང	dran	draṅ	echo	uncertain	uncertain	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	uncertain	'རང་དྲང་ཅྲན་ spyan raṅ dran can
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	80	126	3	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	ཀུན་ནས་དྲང་པོ་ kun nas dran po (zw.). ;
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	152	191	2	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	བཀྲིད་དྲང་ berid dran das Führen.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	991	68	2	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	ཐད་དྲང་ tbad dran direkt, unmittelbar.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1297	12	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	later_gloss_or_commentary	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་ 'dran auch ’dran fut. zu 1776.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1298	1	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་མཁན་ dran mkhan
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1298	22	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་མཁན་ dran mkhan Richter, Schlichter,
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1298	30	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་འཁྱོག་ dran 'khyog Bez. für Regenbogen.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1298	33	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་འགྲོ་ dran 'gro Bez. für Pfeil.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1298	38	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་ངེས་ dran nes herzuleitende Bedeutung.
