frozen_prepass_sha	volume	page	line	token_index	tibetan_syllable	source_token	target	candidate_status	alignment_category	damage_category	context_excerpt
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	583	77	4	ཀྱང	kyan	kyaṅ	echo	uncertain	none	ཅིས་ཀྱང་ cis Ryan Tcinas kyan.
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	929	151	5	ཀྱང	kyan	kyaṅ	echo	uncertain	none	5 AS ཀྱང་ཉི་ དགོས་ lta smos kyan ci dgos auch
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	104	89	1	ཀྱང	kyan	kyaṅ	positional	source_compatible_dominant_consensus	none	ཀྱང་ཀྱོང་ kyan kyon uneben, wellig.
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	710	175	3	ཀྱང	kyan	kyaṅ	positional	source_compatible_dominant_consensus	none	ཇི་ནས་ཀྱང་ JE nas kyan unbedingt; vgl. །€/ nas
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	1087	1	3	ཀྱང	kyan	kyaṅ	positional	source_compatible_dominant_consensus	none	ད་དུང་ཀྱང་ da duṅ kyan
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	1087	34	3	ཀྱང	kyan	kyaṅ	positional	source_compatible_dominant_consensus	none	ད་དུང་ཀྱང་ da duṅ kyan Ida dun yan.
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	248	15	2	གདང	gdan	gdaṅ	positional	source_compatible_dominant_consensus	none	།ཁ་གདང་ kha gdan den Mund öffnen.
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	268	206	2	གདང	gdan	gdaṅ	positional	source_compatible_dominant_consensus	none	ཁུར་གདང་ khur gdan Holzgestell für Lasten.
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	491	175	3	ཕང	phan	phaṅ	positional	source_compatible_dominant_consensus	none	སྒེག་མོའི་ཕང་ sgeg mo’i phan Bez. für Himmel.
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	1338	33	5	ཕྱུང	phyun	phyuṅ	echo	explicit_same_lemma_repetition	none	དྲུངས་ཕྱུང་ druns phyun auch drun phyun pf. zu
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	1015	179	3	ཕྱུང	phyun	phyuṅ	positional	source_compatible_dominant_consensus	none	ཐུགས་ཧུར་ཕྱུང་ thugs hur phyun erschrocken.
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	1152	1	2	ཕྱུང	phyun	phyuṅ	positional	source_compatible_dominant_consensus	none	དུག་ཕྱུང་ dug phyun
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	1338	33	2	ཕྱུང	phyun	phyuṅ	positional	source_compatible_dominant_consensus	none	དྲུངས་ཕྱུང་ druns phyun auch drun phyun pf. zu
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	36	79	3	བང	ban	baṅ	positional	source_compatible_dominant_consensus	none	ཀ་ཏ་བང་ཀ་ Ra ta ban ka eine Heilpflanze. - skt.
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	89	167	2	བང	ban	baṅ	positional	source_compatible_dominant_consensus	none	ཀེ་བང་ ke ban, auch ke wan npr. eın chinesischer
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	198	137	7	བུང	bun	buṅ	echo	explicit_same_lemma_repetition	none	སྐྱི་བུང་ skyi bun auch skyi ’buns, skyi bun furcht-
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	198	137	2	བུང	bun	buṅ	positional	source_compatible_dominant_consensus	none	སྐྱི་བུང་ skyi bun auch skyi ’buns, skyi bun furcht-
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_35_51	428	8	4	ཚོང	tshon	tshoṅ	echo	uncertain	none	ནམ་ཚོང་ nam tshoṅ Inam 'tshon.
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_8_b	433	23	2	ཚོང	tshon	tshoṅ	positional	source_compatible_dominant_consensus	none	"འབྲམ།་ཚོང་ ""bam tshon Zwangskauf."
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_35_51	1100	46	6	འཕོང	phon	phoṅ	echo	explicit_same_lemma_repetition	none	འཕོང་གི་དཔོང་ས་ 'phoṅ gi dpoṅ sa auch 'phon gi
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	489	61	2	འཕོང	phon	phoṅ	positional	source_compatible_dominant_consensus	none	སྒ་འཕོང་ sga ’phon hinterer Teil des Sattels.
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	597	84	5	རོང	ron	roṅ	echo	explicit_same_lemma_repetition	none	གཅོང་རོང་ gcon ron auch con ron Schlucht,
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	587	1	2	རོང	ron	roṅ	positional	source_compatible_dominant_consensus	none	ཅོང་རོང་ con ron
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	587	13	2	རོང	ron	roṅ	positional	source_compatible_dominant_consensus	none	ཅྲོང་རོང་ con ron \gcon roṅ.
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	597	84	2	རོང	ron	roṅ	positional	source_compatible_dominant_consensus	none	གཅོང་རོང་ gcon ron auch con ron Schlucht,
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	943	182	2	རོང	ron	roṅ	positional	source_compatible_dominant_consensus	none	སྟག་རོང་ stag ron npr. cin Ort.
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_35_51	498	28	5	ལུང	luh	luṅ	positional	source_compatible_dominant_consensus	none	གནམ་གྱི་བྱེ་མ་ལུང་པ་ gram gyi bye ma luh pa
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	99	16	2	ལུང	lun	luṅ	positional	source_compatible_dominant_consensus	none	ཀོང་ལུང་ koṅ lun ein bestimmtes Jahr.
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	143	52	2	ལུང	lun	luṅ	positional	source_compatible_dominant_consensus	none	བཀའ་ལུང་ bka’ lun
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	143	78	2	ལུང	lun	luṅ	positional	source_compatible_dominant_consensus	none	བཀའ་ལུང་ ba’ lun.
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	593	190	5	ལུང	lun	luṅ	positional	source_compatible_dominant_consensus	none	གཅིག་ལས་འཕྲོས་པའི་ལུང་ gcig las ’phros pa’i lun
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	602	115	2	ལུང	lun	luṅ	positional	source_compatible_dominant_consensus	none	བཅལ་ལུང་པ་ beal lun pa
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	613	78	2	ལུང	lun	luṅ	positional	source_compatible_dominant_consensus	none	ལྷགས་ལུང་ lcags lun Eisengriff.
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	666	193	2	ལུང	lun	luṅ	positional	source_compatible_dominant_consensus	none	ཆེན་ལུང་ chen lun der chinesische Kaiser 87 [£
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	681	143	2	ལུང	lun	luṅ	positional	source_compatible_dominant_consensus	none	ཆོས་ལུང་ chos lun npr. ein Ort.
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	718	3	2	ལུང	lun	luṅ	positional	source_compatible_dominant_consensus	none	འཇག་ལུང་ ag lun Schlinge.
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	894	73	2	ལུང	lun	luṅ	positional	source_compatible_dominant_consensus	none	གཏེར་ལུང་ gter lun Schatztext.
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	943	173	2	ལུང	lun	luṅ	positional	source_compatible_dominant_consensus	none	སྟག་ལུང་ stag lun
6e4614fe49f72ec5926d1c24d02c0a09a24b2597	wts_1_34	943	201	2	ལུང	lun	luṅ	positional	source_compatible_dominant_consensus	none	སྟག་ལུང་ stag lun.
