frozen_prepass_sha	volume	page	line	token_index	tibetan_syllable	source_token	target	candidate_status	alignment_category	damage_category	context_excerpt
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	896	180	6	གཏོང	gton	gtoṅ	echo	explicit_same_lemma_repetition	none	གཏོང་དང་ལྡན་པ་ gton daṅ ldan pa auch gton
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_8_b	544	15	4	གཏོང	gton	gtoṅ	echo	uncertain	uncertain	སྤོད་གཏོང་ sbod gtoṅ Yrbod gton.
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	72	32	3	གཏོང	gton	gtoṅ	positional	dominant_internal_consensus	none	ཀུན་ཏུ་གཏོང་བ་ kun tu gton ba geben.
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	77	156	2	གཏོང	gton	gtoṅ	positional	dominant_internal_consensus	none	ཀུན་གཏོང་ kun gton.
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	146	105	2	གཏོང	gton	gtoṅ	positional	dominant_internal_consensus	none	བཀུལ་གཏོང་ bkul gton
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	189	160	4	གཏོང	gton	gtoṅ	positional	dominant_internal_consensus	none	སྐེ་མིག་ལ་གཏོང་ ske mig la gton „Abschneiden des
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	229	163	2	གཏོང	gton	gtoṅ	positional	dominant_internal_consensus	none	བསྐུལ་གཏོང་ bskul gton Anforderung; irrt. Tbkul
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	895	125	1	གཏོང	gton	gtoṅ	positional	dominant_internal_consensus	none	གཏོང་ gton pf. Ibtan fur. Tgtan imp. Ithonis.
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	895	153	1	གཏོང	gton	gtoṅ	positional	dominant_internal_consensus	none	གཏོང་ gton
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	896	1	1	གཏོང	gton	gtoṅ	positional	dominant_internal_consensus	none	གཏོང་ gton
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	896	108	1	གཏོང	gton	gtoṅ	positional	dominant_internal_consensus	none	གཏོང་ཀྱོང་ gton gyon
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	896	136	1	གཏོང	gton	gtoṅ	positional	dominant_internal_consensus	none	གཏོང་ཀྱོང་ gton gyon Verlust.
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	896	142	1	གཏོང	gton	gtoṅ	positional	dominant_internal_consensus	none	གཏོང་སྒེ་ gton sgo Unkosten, Ausgaben.
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	896	158	1	གཏོང	gton	gtoṅ	positional	dominant_internal_consensus	none	གཏོང་ཐེབས་ gton thebs Ausgaben, Kapitalien
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	896	180	1	གཏོང	gton	gtoṅ	positional	dominant_internal_consensus	none	གཏོང་དང་ལྡན་པ་ gton daṅ ldan pa auch gton
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	896	197	1	གཏོང	gton	gtoṅ	positional	dominant_internal_consensus	none	གཏོང་དེབ་ gton deb Buch über Ausgaben.
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	896	204	1	གཏོང	gton	gtoṅ	positional	dominant_internal_consensus	none	གཏོང་ལྡན་ gton ldan tgton dan ldan pa.
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	896	206	1	གཏོང	gton	gtoṅ	positional	dominant_internal_consensus	none	གཏོང་ཕོགས་ gton phogs auszugebende Gehäl-
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	897	1	1	གཏོང	gton	gtoṅ	positional	dominant_internal_consensus	none	གཏོང་ཁོད་ gton phod
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	897	3	1	གཏོང	gton	gtoṅ	positional	dominant_internal_consensus	none	གཏོང་ཕོད་ gton phod freigebig.
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	897	21	1	གཏོང	gton	gtoṅ	positional	dominant_internal_consensus	none	གཏོང་བ་ gton ba.
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	897	36	1	གཏོང	gton	gtoṅ	positional	dominant_internal_consensus	none	གཏོང་བ་དང་ལྡན་པ་ gton ba daṅ ldan pa 19/0/
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	897	59	1	གཏོང	gton	gtoṅ	positional	dominant_internal_consensus	none	གཏོང་ཡོང་ gton yon
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	897	61	1	གཏོང	gton	gtoṅ	positional	dominant_internal_consensus	none	གཏོང་བྱེད་ 'gton byed Ausgaben; hier: Lebens-
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	897	78	1	གཏོང	gton	gtoṅ	positional	dominant_internal_consensus	none	གཏོང་མ་ gton ma Beute,
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	897	85	1	གཏོང	gton	gtoṅ	positional	damaged_context	latin_headword_overlap	གཏོང་གཞི་ gton 0277 Grundlage für die Bestrei-
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	897	109	1	གཏོང	gton	gtoṅ	positional	dominant_internal_consensus	none	གཏོང་ཡོང་ gton yon Einnahmen und Aus-
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	897	115	1	གཏོང	gton	gtoṅ	positional	dominant_internal_consensus	none	གཏོང་ ལུགས་ gton Iugs
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	897	127	1	གཏོང	gton	gtoṅ	positional	dominant_internal_consensus	none	གཏོང་ལེན་ gton len Übergabe, - /797/7/7 schik-
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	897	151	1	གཏོང	gton	gtoṅ	positional	dominant_internal_consensus	none	གཏོང་སེམས་ gton sems freigiebig.
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	1336	1	2	དྲུང	drun	druṅ	echo	uncertain	uncertain	དྲུང་དྲུང་ drun drun
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	1336	49	2	དྲུང	drun	druṅ	echo	uncertain	uncertain	དྲུང་དྲུང་ drun drun
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	1337	3	8	དྲུང	drun	druṅ	echo	cross_reference_probable	none	དྲུང་ན་ drun na bei, an, auf, vor; vgl. !'drun 1.
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	140	100	2	དྲུང	drun	druṅ	positional	dominant_internal_consensus	none	བཀའ་དྲུང་ bka’ drun
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	140	124	2	དྲུང	drun	druṅ	positional	dominant_internal_consensus	none	བཀའ་དྲུང་ bka’ drun Sekretär des Kabinetts.
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	304	87	2	དྲུང	drun	druṅ	positional	dominant_internal_consensus	none	མཁན་དྲུང་ mkhan drun ein Titel.
04d8c1a99743277a31460e050ff9a6f1ac5b2604	wts_1_34	461	148	2	དྲུང	drun	druṅ	positional	dominant_internal_consensus	none	རྒྱ་དྲུང་ rgya drun Beamte an den indischen
