frozen_prepass_sha	historical_baseline_sha	volume	page	line	token_index	tibetan_syllable	source_token	target	candidate_status	alignment_category	damage_category	historical_anchor_identity	historical_anchor_provenance_class	family_identity_evidence	row_local_review_result	context_excerpt
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	82	132	7	སློང	slon	sloṅ	echo	cross_reference_probable	none	wts_35_51:849:51:3:sloṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	cross_reference_probable	ཀུན་ནས་སློང་བ་ kun nas slon ba, Kurzf. \kun slon.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	87	195	7	སློང	slon	sloṅ	echo	damaged_reference	damaged_reference	wts_35_51:849:51:3:sloṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	damaged_reference	ཀུན་སློང་ kun slon, Kurzf. für Tkun 7775 slon ba.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	82	132	3	སློང	slon	sloṅ	positional	source_compatible_single_anchor	none	wts_35_51:849:51:3:sloṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	ཀུན་ནས་སློང་བ་ kun nas slon ba, Kurzf. \kun slon.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	82	157	3	སློང	slon	sloṅ	positional	source_compatible_single_anchor	none	wts_35_51:849:51:3:sloṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	ཀུན་ནས་སློང་བ་པོ་ kun nas slon ba po „der Erhe-
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	87	155	2	སློང	slon	sloṅ	positional	source_compatible_single_anchor	none	wts_35_51:849:51:3:sloṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	ཀུན་སློང་ kun slon
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	87	195	2	སློང	slon	sloṅ	positional	source_compatible_single_anchor	later_gloss_or_commentary	wts_35_51:849:51:3:sloṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	ཀུན་སློང་ kun slon, Kurzf. für Tkun 7775 slon ba.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	88	1	2	སློང	slon	sloṅ	positional	source_compatible_single_anchor	none	wts_35_51:849:51:3:sloṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	ཀུན་སློང་ཅན་ kun slon can
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	88	8	2	སློང	slon	sloṅ	positional	source_compatible_single_anchor	none	wts_35_51:849:51:3:sloṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	ཀུན་སློང་ཅན་ kun slon can mit bösen Gedanken,
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	230	39	2	སློང	slon	sloṅ	positional	source_compatible_single_anchor	none	wts_35_51:849:51:3:sloṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	བསྐུལ་སློང་ bskul slon Anregung.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	256	80	2	སློང	slon	sloṅ	positional	source_compatible_single_anchor	none	wts_35_51:849:51:3:sloṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	ཁ་སློང་ kha slon pf. lkha bslans ergänzen.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	413	26	3	སློང	slon	sloṅ	positional	source_compatible_single_anchor	none	wts_35_51:849:51:3:sloṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	དགེ་བར་སློང་ dge bar slon Bez. für Rsi.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	414	106	2	སློང	slon	sloṅ	positional	source_compatible_single_anchor	none	wts_35_51:849:51:3:sloṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	དགེ་སློང་ dge slon
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	414	115	2	སློང	slon	sloṅ	positional	source_compatible_single_anchor	none	wts_35_51:849:51:3:sloṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	དགེ་སློང་ dge slon.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	414	198	2	སློང	slon	sloṅ	positional	source_compatible_single_anchor	none	wts_35_51:849:51:3:sloṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	དགེ་སློང་ཆབ་རིལ་ dge slon chab ril eine Pflanze,
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	530	187	2	སློང	slon	sloṅ	positional	source_compatible_single_anchor	none	wts_35_51:849:51:3:sloṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	ངར་སློང་ nar slon ermutigen, anspornen.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	769	45	2	སློང	slon	sloṅ	positional	source_compatible_single_anchor	none	wts_35_51:849:51:3:sloṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	ཉལ་སློང་ al slon Bez. für Weisheit.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1169	48	2	སློང	slon	sloṅ	positional	source_compatible_single_anchor	later_gloss_or_commentary	wts_35_51:849:51:3:sloṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	དུར་སློང་ dur slon '[0[6112617611]101116,
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	535	66	3	གཏང	gtan	gtaṅ	positional	source_compatible_single_anchor	none	wts_35_51:1009:1:2:gtaṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	ངེས་པར་གཏང་བར་བྱཀྱི་ nes par gtan bar bgyi fut.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	627	168	3	གཏང	gtan	gtaṅ	positional	source_compatible_single_anchor	none	wts_35_51:1009:1:2:gtaṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	ཆགས་གསུམ་གཏང་བ་ chags gsum gtan ba ein
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	882	65	1	གཏང	gtan	gtaṅ	positional	source_compatible_single_anchor	none	wts_35_51:1009:1:2:gtaṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	གཏང་ gtan fur. zu Igton.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	882	109	1	གཏང	gtan	gtaṅ	positional	source_compatible_single_anchor	none	wts_35_51:1009:1:2:gtaṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	གཏང་གཅཉོད་ gtan gcod
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	882	160	1	གཏང	gtan	gtaṅ	positional	source_compatible_single_anchor	none	wts_35_51:1009:1:2:gtaṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	གཏང་གཅོད་ gtan gcod \btan gcod.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	882	164	1	གཏང	gtan	gtaṅ	positional	source_compatible_single_anchor	none	wts_35_51:1009:1:2:gtaṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	གཏང་མདོས་ gtan mdos ein Fadenkreuz (Neb
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	882	167	1	གཏང	gtan	gtaṅ	positional	source_compatible_single_anchor	none	wts_35_51:1009:1:2:gtaṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	གཏང་མ་ gtan ma Sieg.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	882	181	1	གཏང	gtan	gtaṅ	positional	source_compatible_single_anchor	none	wts_35_51:1009:1:2:gtaṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	གཏང་ཡས་ gtan yas auch btan yas eine hohe
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	882	188	1	གཏང	gtan	gtaṅ	positional	source_compatible_single_anchor	none	wts_35_51:1009:1:2:gtaṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	གཏང་རག་ gtan rag auch btan rag Dankesgabe,
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	626	210	5	གཏང	gtan	gtaṅ	withheld_damage	source_compatible_damaged_context	tibetan_headword_overlap	wts_35_51:1009:1:2:gtaṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	withheld_damage_or_marker	7055). ཆགས་ཉིལ་ད་གཏང་ chags Mil du gtan nieder-
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	407	109	1	དགུང	dgun	dguṅ	positional	source_compatible_single_anchor	none	wts_35_51:425:55:2:dguṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	དགུང་ཆར་ dgun char
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	407	136	1	དགུང	dgun	dguṅ	positional	source_compatible_single_anchor	none	wts_35_51:425:55:2:dguṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	དགུང་ཆར་ dgun char Bez. für Regen.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	407	161	1	དགུང	dgun	dguṅ	positional	source_compatible_single_anchor	none	wts_35_51:425:55:2:dguṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	དགུང་མོ་ ” dgun mo
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	407	168	1	དགུང	dgun	dguṅ	positional	source_compatible_single_anchor	none	wts_35_51:425:55:2:dguṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	དགུང་གདགས་ dgun gdugs Mittagshitze.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	407	173	1	དགུང	dgun	dguṅ	positional	source_compatible_single_anchor	none	wts_35_51:425:55:2:dguṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	དགུང་བདན་ dgun bdun sieben Tage, Woche.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	407	186	1	དགུང	dgun	dguṅ	positional	source_compatible_single_anchor	none	wts_35_51:425:55:2:dguṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	དགུང་གནམ་ dgun gnam Himmel.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	407	191	1	དགུང	dgun	dguṅ	positional	source_compatible_single_anchor	none	wts_35_51:425:55:2:dguṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	དགུང་མོ་ dgun mo Mitte, Abend, Nacht, Mit-
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	408	2	1	དགུང	dgun	dguṅ	positional	source_compatible_single_anchor	none	wts_35_51:425:55:2:dguṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	དགུང་ཚིགས་ dgun tshigs Tgun tshigs.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_35_51	499	11	2	དགུང	dgun	dguṅ	positional	source_compatible_single_anchor	none	wts_35_51:425:55:2:dguṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	གནམ་དགུང་ gnam dgun.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	407	140	1	དགུང	dgun	dguṅ	withheld_damage	source_compatible_damaged_context	latin_headword_overlap	wts_35_51:425:55:2:dguṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	withheld_damage_or_marker	དགུང་མཉམ་ dgun 77777:777 resp. gleichaltrig.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	495	67	1	སྒོང	sgon	sgoṅ	positional	source_compatible_single_anchor	later_gloss_or_commentary	wts_8_b:147:23:2:sgoṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	སྒོང་ 'sgon pf. Ibsgons fut. 1/5907 imp. Isgons
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	495	83	1	སྒོང	sgon	sgoṅ	positional	source_compatible_single_anchor	none	wts_8_b:147:23:2:sgoṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	སྒོང་སྐྱེས་ sgon skyes aus dem Ei geboren, Bez.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	495	92	1	སྒོང	sgon	sgoṅ	positional	source_compatible_single_anchor	none	wts_8_b:147:23:2:sgoṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	སྒོང་སྐྲན་ sgon skran eine Krankheit.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	495	94	1	སྒོང	sgon	sgoṅ	positional	source_compatible_single_anchor	none	wts_8_b:147:23:2:sgoṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	སྒོང་ཆུ་ sgon chu Eiweiß.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	495	108	1	སྒོང	sgon	sgoṅ	positional	source_compatible_single_anchor	none	wts_8_b:147:23:2:sgoṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	སྒོང་པྲི་ sgon pri Eidotter.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	495	114	1	སྒོང	sgon	sgoṅ	positional	source_compatible_single_anchor	none	wts_8_b:147:23:2:sgoṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	སྒོང་བུ་ sgon bu Klumpen.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	495	118	1	སྒོང	sgon	sgoṅ	positional	source_compatible_single_anchor	none	wts_8_b:147:23:2:sgoṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	སྒོང་རིལ་ sgon ril Klumpen, Kugel.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	495	124	1	སྒོང	sgon	sgoṅ	positional	source_compatible_single_anchor	none	wts_8_b:147:23:2:sgoṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	སྒོང་ཤུན་ sgon sun Eischale.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	495	130	1	སྒོང	sgon	sgoṅ	positional	source_compatible_single_anchor	none	wts_8_b:147:23:2:sgoṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	སྒོང་སེར་ sgon ser Eigelb.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	495	76	1	སྒོང	sgon	sgoṅ	withheld_damage	source_compatible_damaged_context	damage_before_latin_alignment	wts_8_b:147:23:2:sgoṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	withheld_damage_or_marker	སྒོང་ ?sgon ein Instrument; Ball.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	370	60	2	གྱོང	gyon	gyoṅ	echo	uncertain	uncertain	wts_35_51:935:16:2:gyoṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	uncertain	གྱོང་ཀྱོང་ gyon gyon hart, zäh, widerstandsfä-
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	93	97	2	གྱོང	gyon	gyoṅ	positional	source_compatible_single_anchor	none	wts_35_51:935:16:2:gyoṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	ཀོ་ གྱོང་ ko gyon
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	93	106	2	གྱོང	gyon	gyoṅ	positional	source_compatible_single_anchor	none	wts_35_51:935:16:2:gyoṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	ཀོ་གྱོང་ ko gyon hartes Leder.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	270	3	2	གྱོང	gyon	gyoṅ	positional	source_compatible_single_anchor	none	wts_35_51:935:16:2:gyoṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	ཁེ་གྱོང་ khe gyon Gewinn und Verlust.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	370	54	1	གྱོང	gyon	gyoṅ	positional	source_compatible_single_anchor	none	wts_35_51:935:16:2:gyoṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	གྱོང་རོལ་ gyon rol
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	370	60	1	གྱོང	gyon	gyoṅ	positional	source_compatible_single_anchor	none	wts_35_51:935:16:2:gyoṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	གྱོང་ཀྱོང་ gyon gyon hart, zäh, widerstandsfä-
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	370	70	1	གྱོང	gyon	gyoṅ	positional	source_compatible_single_anchor	none	wts_35_51:935:16:2:gyoṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	གྱོང་གླགས་པ་ gyon grugs pa Bez. für die Speise
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	370	112	1	གྱོང	gyon	gyoṅ	positional	source_compatible_single_anchor	none	wts_35_51:935:16:2:gyoṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	གྱོང་བཞིག་ gyon bsig
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	370	123	1	གྱོང	gyon	gyoṅ	positional	source_compatible_single_anchor	none	wts_35_51:935:16:2:gyoṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	གྱོང་བཤིག་ gyon bśig Zerstörung.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	731	190	6	རུང	run	ruṅ	echo	damaged_reference	damaged_reference	wts_9_m:49:1:2:ruṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	damaged_reference	འཇིགས་སུ་རུང་བ་ gs su run ba [ ?/0$ run.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	341	1	2	རུང	run	ruṅ	positional	source_compatible_single_anchor	none	wts_9_m:49:1:2:ruṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	གང་རུང་ gar run
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	580	1	3	རུང	run	ruṅ	positional	source_compatible_single_anchor	none	wts_9_m:49:1:2:ruṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	ཅཾ་མ་རུང་ ci ma run
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	580	41	3	རུང	run	ruṅ	positional	source_compatible_single_anchor	none	wts_9_m:49:1:2:ruṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	ཅི་མ་རུང་ ci ma run wenn doch nur!
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	731	190	3	རུང	run	ruṅ	positional	source_compatible_single_anchor	later_gloss_or_commentary	wts_9_m:49:1:2:ruṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	འཇིགས་སུ་རུང་བ་ gs su run ba [ ?/0$ run.
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1018	20	4	རུང	run	ruṅ	positional	source_compatible_single_anchor	none	wts_9_m:49:1:2:ruṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	ཐུན་ཚོད་དུ་རུང་བ་ thun tshod du run ba „eine
f4e461828d42b1cc141d7183da62d3760e9e1384	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1192	1	3	རུང	run	ruṅ	positional	source_compatible_single_anchor	none	wts_9_m:49:1:2:ruṅ	historical_pre_family_present_unattributed	repeated_exact_positions_historical_target	exact_tibetan_alignment_clean	དུས་སུ་རུང་བ་ dus su run ba
