page	line	entry_id	zone	token	issue	suggestion	line_excerpt
2	12	0	german_prose_with_translit	alterungsbeständigem	invalid_translit_shape	alterungsbeständigem	Gedruckt auf säurefreiem und alterungsbeständigem Papier
2	12	0	german_prose_with_translit	alterungsbeständigem	german_umlaut_in_translit_context	alterungsbeständigem	Gedruckt auf säurefreiem und alterungsbeständigem Papier
3	5	0	german_prose_with_translit	langjährige	invalid_translit_shape	langjährige	August 2022 verstarb der tibetische Gelehrte und langjährige Mitarbeiter im Projekt
3	5	0	german_prose_with_translit	langjährige	german_umlaut_in_translit_context	langjährige	August 2022 verstarb der tibetische Gelehrte und langjährige Mitarbeiter im Projekt
3	8	0	german_prose_with_translit	ungewöhnlich	invalid_translit_shape	ungewöhnlich	Sein Lebenslauf war ungewöhnlich. Jampa L. Panglung wurde am 26. September
3	8	0	german_prose_with_translit	ungewöhnlich	german_umlaut_in_translit_context	ungewöhnlich	Sein Lebenslauf war ungewöhnlich. Jampa L. Panglung wurde am 26. September
3	16	0	german_prose_with_translit	ungefähr	invalid_translit_shape	ungefähr	lebte er zusammen mit etwa tausend Mönchen ungefähr zwei Jahre als Novize. Da-
3	16	0	german_prose_with_translit	ungefähr	german_umlaut_in_translit_context	ungefähr	lebte er zusammen mit etwa tausend Mönchen ungefähr zwei Jahre als Novize. Da-
3	25	0	german_prose_with_translit	sPañ-lun	confusable_char	sPaṅ-lun	der er sich nur selten in die Bergeinsiedelei Panglung Ritrö (sPañ-lun ri-khrod) bei
3	28	0	german_prose_with_translit	ungewöhnlich	invalid_translit_shape	ungewöhnlich	tische Verhältnisse ungewöhnlich kurzen Zeit. Den Abschluß bildete eine öffentli-
3	28	0	german_prose_with_translit	ungewöhnlich	german_umlaut_in_translit_context	ungewöhnlich	tische Verhältnisse ungewöhnlich kurzen Zeit. Den Abschluß bildete eine öffentli-
3	29	0	german_prose_with_translit	Prüfung	invalid_translit_shape	Prüfung	che Prüfung, bei welcher damals auch der 14. Dalai Lama geprüft wurde. Bei dieser
3	29	0	german_prose_with_translit	Prüfung	german_umlaut_in_translit_context	Prüfung	che Prüfung, bei welcher damals auch der 14. Dalai Lama geprüft wurde. Bei dieser
3	30	0	german_prose_with_translit	Prüfung	invalid_translit_shape	Prüfung	Prüfung waren etwa zwanzigtausend Mönche der drei nahegelegenen Klosteruni-
3	30	0	german_prose_with_translit	Prüfung	german_umlaut_in_translit_context	Prüfung	Prüfung waren etwa zwanzigtausend Mönche der drei nahegelegenen Klosteruni-
5	1	0	german_prose_with_translit	Prüfung	invalid_translit_shape	Prüfung	Etwa zwei Wochen nach seiner Prüfung eskalierte die politische Situation in Tibet.
5	1	0	german_prose_with_translit	Prüfung	german_umlaut_in_translit_context	Prüfung	Etwa zwei Wochen nach seiner Prüfung eskalierte die politische Situation in Tibet.
5	13	0	german_prose_with_translit	Magisterprüfung	invalid_translit_shape	Magisterprüfung	stik und Völkerkunde antreten. Er legte 1972 die Magisterprüfung ab. Damit erfüllte
5	13	0	german_prose_with_translit	Magisterprüfung	german_umlaut_in_translit_context	Magisterprüfung	stik und Völkerkunde antreten. Er legte 1972 die Magisterprüfung ab. Damit erfüllte
5	17	0	german_prose_with_translit	Magisterprüfung	invalid_translit_shape	Magisterprüfung	ein Jahr nach der Magisterprüfung ein vor allem für jemanden, der in der traditio-
5	17	0	german_prose_with_translit	Magisterprüfung	german_umlaut_in_translit_context	Magisterprüfung	ein Jahr nach der Magisterprüfung ein vor allem für jemanden, der in der traditio-
5	20	0	german_prose_with_translit	langjährige	invalid_translit_shape	langjährige	Klinge, langjährige Förderer des Wörterbuchprojekts, hatten sich seinerzeit dafür
5	20	0	german_prose_with_translit	langjährige	german_umlaut_in_translit_context	langjährige	Klinge, langjährige Förderer des Wörterbuchprojekts, hatten sich seinerzeit dafür
5	20	0	german_prose_with_translit	Wörterbuchprojekts	invalid_translit_shape	Wörterbuchprojekts	Klinge, langjährige Förderer des Wörterbuchprojekts, hatten sich seinerzeit dafür
5	20	0	german_prose_with_translit	Wörterbuchprojekts	german_umlaut_in_translit_context	Wörterbuchprojekts	Klinge, langjährige Förderer des Wörterbuchprojekts, hatten sich seinerzeit dafür
5	30	0	german_prose_with_translit	Übersetzung	invalid_translit_shape	Übersetzung	Vinaya, analysiert auf Grund der tibetischen Übersetzung erschien 1981 in Tokyo in
5	30	0	german_prose_with_translit	Übersetzung	german_umlaut_in_translit_context	Übersetzung	Vinaya, analysiert auf Grund der tibetischen Übersetzung erschien 1981 in Tokyo in
6	12	0	german_prose_with_translit	ungenügend	invalid_translit_shape	ungenügend	auf den noch nicht oder nur ungenügend erforschten Wortschatz und die religiösen
6	12	0	german_prose_with_translit	ungenügend	german_umlaut_in_translit_context	ungenügend	auf den noch nicht oder nur ungenügend erforschten Wortschatz und die religiösen
6	14	0	german_prose_with_translit	Arbeitsstätte	invalid_translit_shape	Arbeitsstätte	besuchte er seine chemalige Arbeitsstätte und hat auch im Ruhestand maßgeblich
6	14	0	german_prose_with_translit	Arbeitsstätte	german_umlaut_in_translit_context	Arbeitsstätte	besuchte er seine chemalige Arbeitsstätte und hat auch im Ruhestand maßgeblich
6	15	0	german_prose_with_translit	Wörterbuchprojekts	invalid_translit_shape	Wörterbuchprojekts	zum Gelingen des Wörterbuchprojekts beigetragen. Sein unerwarteter Tod ist ein
6	15	0	german_prose_with_translit	Wörterbuchprojekts	german_umlaut_in_translit_context	Wörterbuchprojekts	zum Gelingen des Wörterbuchprojekts beigetragen. Sein unerwarteter Tod ist ein
7	11	0	german_prose_with_translit	Beschwörungsformeln	invalid_translit_shape	Beschwörungsformeln	"""Zwei Beschwörungsformeln gegen Schlangenbiß im Mülasarvästiväda-Vi-"
7	11	0	german_prose_with_translit	Beschwörungsformeln	german_umlaut_in_translit_context	Beschwörungsformeln	"""Zwei Beschwörungsformeln gegen Schlangenbiß im Mülasarvästiväda-Vi-"
7	11	0	german_prose_with_translit	Schlangenbiß	invalid_translit_shape	Schlangenbiß	"""Zwei Beschwörungsformeln gegen Schlangenbiß im Mülasarvästiväda-Vi-"
7	11	0	german_prose_with_translit	Schlangenbiß	german_umlaut_in_translit_context	Schlangenbiß	"""Zwei Beschwörungsformeln gegen Schlangenbiß im Mülasarvästiväda-Vi-"
7	21	0	german_prose_with_translit	Übersetzung	invalid_translit_shape	Übersetzung	tischen Übersetzung, Tokyo: The Reiyukai Library (Studia Philologica Bud-
7	21	0	german_prose_with_translit	Übersetzung	german_umlaut_in_translit_context	Übersetzung	tischen Übersetzung, Tokyo: The Reiyukai Library (Studia Philologica Bud-
7	35	0	german_prose_with_translit	Ihara	confusable_char	lhara	Ihara Shören and Yamaguchi Zuihö, Narita-shi: Naritasan Shinshoji, vol. 2,
7	35	0	german_prose_with_translit	Shören	invalid_translit_shape	Shören	Ihara Shören and Yamaguchi Zuihö, Narita-shi: Naritasan Shinshoji, vol. 2,
7	35	0	german_prose_with_translit	Shören	german_umlaut_in_translit_context	Shören	Ihara Shören and Yamaguchi Zuihö, Narita-shi: Naritasan Shinshoji, vol. 2,
7	39	0	german_prose_with_translit	Chödzong	invalid_translit_shape	Chödzong	stadt/Aisch): Chödzong, Buddhistisches Zentrum.
7	39	0	german_prose_with_translit	Chödzong	german_umlaut_in_translit_context	Chödzong	stadt/Aisch): Chödzong, Buddhistisches Zentrum.
9	2	0	german_prose_with_translit	angekündigt	invalid_translit_shape	angekündigt	Wie beim Abschluß des letzten Bandes angekündigt, werden künftig mehrere Liefe-
9	2	0	german_prose_with_translit	angekündigt	german_umlaut_in_translit_context	angekündigt	Wie beim Abschluß des letzten Bandes angekündigt, werden künftig mehrere Liefe-
10	2	0	german_prose_with_translit	Abkürzungen	invalid_translit_shape	Abkürzungen	neu hinzugekommene Quellentexte, Abkürzungen und Literatur
10	2	0	german_prose_with_translit	Abkürzungen	german_umlaut_in_translit_context	Abkürzungen	neu hinzugekommene Quellentexte, Abkürzungen und Literatur
10	3	0	german_prose_with_translit	Säkya'i	invalid_translit_shape	Säkya'i	ChagNth Säkya'i dge bsñen Chos dpal dar dpyan (ca. 13. Jh.): Chag lo tsā ba
10	3	0	german_prose_with_translit	Säkya'i	german_umlaut_in_translit_context	Säkya'i	ChagNth Säkya'i dge bsñen Chos dpal dar dpyan (ca. 13. Jh.): Chag lo tsā ba
10	9	0	german_prose_with_translit	IDe'u	confusable_char	lDe'u	IDeKh-B mKhas pa IDe'u: rGya bod kyi chos 'byun rgyas pa. E.d.: BODKYIi GTSUG
10	11	0	german_prose_with_translit	bzañ	confusable_char	bzaṅ	T1787 sÑan grags bzañ po: gSari ba thams cad kyi sgron ma'i rgyacher 'grel pa
10	36	0	german_prose_with_translit	Veröffentlichungen	invalid_translit_shape	Veröffentlichungen	der ÖAW (Veröffentlichungen zur Sozialanthropologie 10 / Denkschriften der
10	36	0	german_prose_with_translit	Veröffentlichungen	german_umlaut_in_translit_context	Veröffentlichungen	der ÖAW (Veröffentlichungen zur Sozialanthropologie 10 / Denkschriften der
12	67	6	german_prose_with_translit	Brüstung	invalid_translit_shape	Brüstung	lon, auch Balustrade, Brüstung.
12	67	6	german_prose_with_translit	Brüstung	german_umlaut_in_translit_context	Brüstung	lon, auch Balustrade, Brüstung.
13	7	7	german_prose_with_translit	Brüstung	invalid_translit_shape	Brüstung	"""Brüstung"" (Mvy 5524);bgore 'am — ni thog"
13	7	7	german_prose_with_translit	Brüstung	german_umlaut_in_translit_context	Brüstung	"""Brüstung"" (Mvy 5524);bgore 'am — ni thog"
14	70	26	german_prose_with_translit	Säulenbehangs	invalid_translit_shape	Säulenbehangs	"der Mittel[teil] eines Säulenbehangs"" (Vdk"
14	70	26	german_prose_with_translit	Säulenbehangs	german_umlaut_in_translit_context	Säulenbehangs	"der Mittel[teil] eines Säulenbehangs"" (Vdk"
14	74	26	german_prose_with_translit	aufgehängt	invalid_translit_shape	aufgehängt	"[wurden aufgehängt]"" (Vdk-M 151,7); dar"
14	74	26	german_prose_with_translit	aufgehängt	german_umlaut_in_translit_context	aufgehängt	"[wurden aufgehängt]"" (Vdk-M 151,7); dar"
14	77	26	german_prose_with_translit	hängende	invalid_translit_shape	hängende	die hängende Dekoration herstellen: das
14	77	26	german_prose_with_translit	hängende	german_umlaut_in_translit_context	hängende	die hängende Dekoration herstellen: das
14	78	26	german_prose_with_translit	Gehänge	invalid_translit_shape	Gehänge	"sind Banner, Gehänge, Schirm [usw.]"" (gZer"
14	78	26	german_prose_with_translit	Gehänge	german_umlaut_in_translit_context	Gehänge	"sind Banner, Gehänge, Schirm [usw.]"" (gZer"
15	28	32	german_prose_with_translit	päla'i	invalid_translit_shape	päla'i	de'irjessu —Zesbyabargyal po dharma päla'i
15	28	32	german_prose_with_translit	päla'i	german_umlaut_in_translit_context	päla'i	de'irjessu —Zesbyabargyal po dharma päla'i
16	8	40	german_prose_with_translit	Bevölkerung	invalid_translit_shape	Bevölkerung	lokale indische Bevölkerung ausüben; von
16	8	40	german_prose_with_translit	Bevölkerung	german_umlaut_in_translit_context	Bevölkerung	lokale indische Bevölkerung ausüben; von
16	25	44	headword_line	Hautöffnung	invalid_translit_shape	Hautöffnung	བ་སྤུའི་བུ་ག་ ba spu'ibuga kleine Hautöffnung,
16	25	44	headword_line	Hautöffnung	german_umlaut_in_translit_context	Hautöffnung	བ་སྤུའི་བུ་ག་ ba spu'ibuga kleine Hautöffnung,
17	23	47	german_prose_with_translit	bemängelt	invalid_translit_shape	bemängelt	"wird bemängelt"" (Ahs 1.5.42a)."
17	23	47	german_prose_with_translit	bemängelt	german_umlaut_in_translit_context	bemängelt	"wird bemängelt"" (Ahs 1.5.42a)."
