source_queue	volume	page	line	token_index	source_token	proposed_target	candidate_family	context_excerpt	evidence	confidence	suggested_action	block_reason	score	score_explanation
corrected_text_scan	wts_35_51	9	45	9	$	ś	guarded_dollar_to_sacute	ldan (r. gdan) 0776) gad pa ... bcas la $)7//)	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	9	82	9	$	ś	guarded_dollar_to_sacute	1: 388,3); Zan Zun gi yul nas ... $/07/ mehed	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	21	6	3	$	ś	guarded_dollar_to_sacute	(?) (vgl. PW $. +).	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	29	53	6	$	ś	guarded_dollar_to_sacute	des Kah-thog inne und betreute $© dan	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	37	81	3	$	ś	guarded_dollar_to_sacute	"mlvi gnas $// ""am Ort des großen Dämons"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	41	17	8	$	ś	guarded_dollar_to_sacute	"Lex. gal che ba ""wichtig"" (brDa); gdos $// che"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	41	66	5	$	ś	guarded_dollar_to_sacute	~ dan gźan 0)7/$ tha mi dad par geig pa las	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	43	86	7	$	ś	guarded_dollar_to_sacute	299,1); — ni dgra bo'i don $/7/?) — (metr.)	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	46	17	5	7$	7ś	guarded_dollar_to_sacute	"169,3); bud ned /7$ ... khrus bya ba — cin ""ei-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	47	29	6	$77	ś77	guarded_dollar_to_sacute	"st)"" (Ppu 151d); di la $77//? po ci yod ces /"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	48	28	8	$	ś	guarded_dollar_to_sacute	"ren"" (Hev 2.3.44); ses rab — rab tu /?$/7:705"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	48	44	8	$	ś	guarded_dollar_to_sacute	"les Anderen"" (NBT 160,1); 9/7/$ sa med pa'"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	49	30	10	$	ś	guarded_dollar_to_sacute	"kenntnis"" (ViśT 190,27); sans rgyas dan 0/7/$"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	49	76	10	$	ś	guarded_dollar_to_sacute	12,5); rgyal po de ni — Zig lags 4©$ gda' bas	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	52	65	6	$	ś	guarded_dollar_to_sacute	sum cu rtsa 0/7/$ kyi mi).	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	54	12	2	$	ś	guarded_dollar_to_sacute	"khons $// dgos pa ""sie sind durch den Haus-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	54	83	6	$77	ś77	guarded_dollar_to_sacute	(Mil 87,4); — pa dan / $77/37 vje chen po'i lami	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	55	55	2	$07	ś07	guarded_dollar_to_sacute	"so $07 gzim khani ""die jeweiligen Schlafräu-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	55	73	4	$	ś	guarded_dollar_to_sacute	"gren dud 977/$ kyi rje dan — pa' ""er fun-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	55	75	8	$	ś	guarded_dollar_to_sacute	"und Tiere"" (PT1287 367); se chen ... gu $"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	58	45	9	$	ś	guarded_dollar_to_sacute	"pa'i ""bras bu ni / 'di la thog mar — $ te"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	65	27	6	$	ś	guarded_dollar_to_sacute	"sems kyis bdag gi senis ©$ so stam du ""der"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	69	7	2	$	ś	guarded_dollar_to_sacute	7/$/ 7 zas can.	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	72	67	5	$5	ś5	guarded_dollar_to_sacute	"phag la byan nos $5// gsegs ""jener geistliche"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	75	54	1	$	ś	guarded_dollar_to_sacute	"$// ... kun nas rol bar byed (metr.) ""indem cs"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	78	42	6	$5	ś5	guarded_dollar_to_sacute	"gibt"" (Rgs 28.4b); — 9/7/$5 yod de / dur 'dzi"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	78	81	1	0$	0ś	guarded_dollar_to_sacute	"— 0$//07/ khon la yod ""er hat Wohlergehen,"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	84	18	5	$	ś	guarded_dollar_to_sacute	"28,14); — gyi phyogs $// Zal bltas te sku ""das so"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	86	49	8	$	ś	guarded_dollar_to_sacute	"rgyas te thar pa'am Zi ba la $ so ""Buddha,"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	88	56	5	$	ś	guarded_dollar_to_sacute	བདེ་ལེགས་ bde legs Glück, Wohlergehen; — $//	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	91	38	6	$	ś	guarded_dollar_to_sacute	བདེན་གཉིས bbden \bden pa 9/7/$.	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	93	62	2	$	ś	guarded_dollar_to_sacute	"mtshams $// ni (metr.) ""im südöstlichen, süd-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	95	47	9	$	ś	guarded_dollar_to_sacute	"pa = nor rdzas dan yod pa'i don ""1, $, v. Reich-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	96	27	1	$	ś	guarded_dollar_to_sacute	"{)$//)? gyi rmi lam bZin brjed ""den Gedan-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	99	3	3	$	ś	guarded_dollar_to_sacute	5348); —s $¢ 7750 = kāndena mahim vilikhati	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	102	9	6	$	ś	guarded_dollar_to_sacute	"Hilfe rufen"" (brDa); — pa = grogs $// ""bod pa"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	102	50	8	$	ś	guarded_dollar_to_sacute	"Jagd"" (Nel 14b2); 'dod pa ... lag 97/$ — 'gens"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	105	54	6	$	ś	guarded_dollar_to_sacute	tel; — dkar po white spar, — $?7///9 po haemati-	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	108	21	2	$	ś	guarded_dollar_to_sacute	"nos $// ""wie: nicht hinten sein, vorne; vor-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	110	22	6	$	ś	guarded_dollar_to_sacute	gnod sbyin de 0?7/$ gnod sbyin gZan gyi —r son	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	111	54	10	$	ś	guarded_dollar_to_sacute	"(Padm 5546); de la —""i sam skr ta la $/7 tra 26"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	117	3	2	$750	ś750	guarded_dollar_to_sacute	"durch"" ($750 150); dbus U'}khams / — gsum"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	123	36	3	$	ś	guarded_dollar_to_sacute	"14b3); klu'i ~$ Zal Zzal byas te ""mit dem Lehm"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	123	78	5	$	ś	guarded_dollar_to_sacute	"khe ""die Scheide macht $ ru ru. Verehrung"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	124	22	4	$90	ś90	guarded_dollar_to_sacute	(Dagy); 'dan sin = $90 7 phred gtan dan 'khor	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	128	16	5	$	ś	guarded_dollar_to_sacute	"he oder unterhalb"" (brDa); — $// = ne Zol du"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	131	63	7	$0	ś0	guarded_dollar_to_sacute	"Lex. 'dam smyug ma'i nani 07 $0/00 ""Löwe im"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	134	12	1	$	ś	guarded_dollar_to_sacute	"¢$ (metr.) ""den Ort der Wolken konnte er"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	134	14	5	$	ś	guarded_dollar_to_sacute	dag dan sa 077/$ las kyan rab — nas (metr.)	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	136	21	9	$	ś	guarded_dollar_to_sacute	"blon chun khri blon lṅa beu nas / de $??¿ ""das"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	137	85	8	0$	0ś	guarded_dollar_to_sacute	und 24); po ti gtad nas — la //0$ ... gsuns	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	138	19	5	$	ś	guarded_dollar_to_sacute	(brDa); — dag = — 9?7/$ Zes 0/7/5 tsbig (Dagy);	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	138	45	3	$	ś	guarded_dollar_to_sacute	"35]) 1) ///$ — la skra dan kha spu ...yod.do ""auf"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	138	73	4	$	ś	guarded_dollar_to_sacute	"rigs pas rjes $// gier Zig ""einer, der diesem"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	139	7	6	$	ś	guarded_dollar_to_sacute	"sehen [könnten]"" (Gś-H 1043); sku ~$ su Zig"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	139	60	7	$	ś	guarded_dollar_to_sacute	"nem Penis!"" (KunK 53,11); rje ~$ pho bran"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	139	69	8	$	ś	guarded_dollar_to_sacute	"samgiti"" (Vdk-M 160,19); las kyi rjes $// 'bran)"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	141	42	5	$	ś	guarded_dollar_to_sacute	"Lex. — la = ihatrab ""hier []. $. v. in diesem"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	142	28	6	$	ś	guarded_dollar_to_sacute	"snubs na re dir skabs $// beyis byas pas ""sNubs"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	151	7	7	$	ś	guarded_dollar_to_sacute	"21.250); — yul sa rnam 0/7/$ bśad (metr.) ""es"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	157	22	8	$	ś	guarded_dollar_to_sacute	man po yis / g.yens bar 07///7 /$/?0 khams kyis mi	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	157	53	2	$	ś	guarded_dollar_to_sacute	"tümmel, ¦, $. v. nicht einsam"" (Dagy)."	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	157	69	1	$	ś	guarded_dollar_to_sacute	"$/7:0/775 pha ma'i — dan (metr.) ""er soll al-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	160	3	9	$01	ś01	guarded_dollar_to_sacute	"spro bin du mdun du — go ""er zeigte $01-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	168	81	1	$	ś	guarded_dollar_to_sacute	~$ rta bsrags ldan broyan te phul ba la	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	171	9	3	$	ś	guarded_dollar_to_sacute	"Lex. 'dur = $/0)/0 ma — lta bu daṅ ""wie: kleb-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	172	15	4	$	ś	guarded_dollar_to_sacute	(PT1287 488); ji $) ... sdo ba'i dgra rnams	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	174	5	1	$	ś	guarded_dollar_to_sacute	$ དྲ་རན dh. Text, skt. Vinayaprabha-	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	174	20	4	$	ś	guarded_dollar_to_sacute	"— las / lo /7/$ ston du bsad pa (77)? ""im Kom-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	177	50	4	$	ś	guarded_dollar_to_sacute	"dan rlun 677/$ — las gyur pa yin no ""was die"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	182	66	8	$	ś	guarded_dollar_to_sacute	"det"" (MTH3/5/20 13); ri klons $// / dur —"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	185	23	10	$	ś	guarded_dollar_to_sacute	"gro ba'i don te don ba'i bya byed ""1. $, ¥ ge-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	185	43	6	$	ś	guarded_dollar_to_sacute	105); lag pa 9/7/$ ni myur rkyon la / ci — pa	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	188	54	6	$	ś	guarded_dollar_to_sacute	137,21); 'dod pa'i khanis $// 'dod chags ran	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	192	23	7	$	ś	guarded_dollar_to_sacute	do bdag phan tshun 0/7/$ mos — gi bris	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	193	55	6	$	ś	guarded_dollar_to_sacute	"von Begierde verblendet"" (K113 24b2); ~$"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	194	14	4	9$	9ś	guarded_dollar_to_sacute	ñan par ~ 7/9$ byed /7// ba'i sgra las geig tu	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	197	15	4	$	ś	guarded_dollar_to_sacute	"in | , , ?5/7 $///// cu ?75/7 07/$ po 'dirnams ""käminf"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	197	15	9	$	ś	guarded_dollar_to_sacute	"in | , , ?5/7 $///// cu ?75/7 07/$ po 'dirnams ""käminf"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	201	71	8	$	ś	guarded_dollar_to_sacute	(Mvy 8204); — gan = lag pa 0)7/$ brkyans	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	202	86	6	$	ś	guarded_dollar_to_sacute	"འདོམས་ ""doms pf. und fur. །0(///$ lehren, un-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	203	6	2	$	ś	guarded_dollar_to_sacute	"dros $// — par byed pa nams chwn gis ""wir"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	204	43	6	$	ś	guarded_dollar_to_sacute	"te verschmäht"" (Käsy 21,17); ///$ dan sems"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	205	29	2	$	ś	guarded_dollar_to_sacute	Lex. $/7/ ba / 'jam pa / 'bol ba (Dagy).	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	207	59	3	$	ś	guarded_dollar_to_sacute	"21b9); sa $??0 — za ""ich esse so etwas wie"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	207	61	1	$77	ś77	guarded_dollar_to_sacute	$77/77 la mda' phog pa'i sdug bsial — ba cig	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	207	64	4	$	ś	guarded_dollar_to_sacute	(Glr 163,1); ///$ la bltas na keṅ rus — (metr.)	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	211	34	3	$	ś	guarded_dollar_to_sacute	"(Dagy); dus $// — = kale prechanti ""sie fragen"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	212	13	3	$	ś	guarded_dollar_to_sacute	drehen, 1. $, v, sich richten nach.	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	212	34	3	$	ś	guarded_dollar_to_sacute	na 17624); ///$ / yid 'on — pa nam par 'dor	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	212	76	1	$77	ś77	guarded_dollar_to_sacute	$77/?7 ga dan / bran dan ...la sogs pa nad Zin/	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	223	15	5	$	ś	guarded_dollar_to_sacute	"pa'i gla bdal gla ‰$ snaṅ ""Gebühr für den"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	223	69	4	$	ś	guarded_dollar_to_sacute	eingeschränkt sein, versagen; — $// jur	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	225	70	5	$77	ś77	guarded_dollar_to_sacute	skyes bu 'di ni $77//? stobs dan / — dan / mun	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
