source_queue	volume	page	line	from_token	proposed_target	reason	applied	context_excerpt	confidence	suggested_action
review_queue	wts_35_51	771	39	l'spoñń	l'spoṅń	confusable_context	0	སྤངས་ 'spaṅs pf. zu l'spoñń.	review	review
review_queue	wts_35_51	896	15	gyañńs	gyaṅńs	confusable_context	0	ཕར་འགྱང་ phar 'gaṅ auch phar 'gyañńs Auf-	review	review
review_queue	wts_35_51	56	65	Kämeśvaras	Kāmeśvaras	sanskrit_char_normalize	0	bzw. Kämeśvaras.	review	review
review_queue	wts_35_51	118	2	Astasāhasrikāprajnāpara	Astasāhasrikāprajñāpara	sanskrit_jn_cluster_contextual	0	haupten, es sei das Astasāhasrikāprajnāpara-	review	review
review_queue	wts_35_51	158	34	pratikäülasamjnä	pratikāulasamjñā	sanskrit_jn_cluster_contextual	0	"pa — = āhāre pratikäülasamjnä ""beim Essen"	review	review
review_queue	wts_35_51	159	26	asamjnāsamāpattih	asamjñāsamāpattih	sanskrit_jn_cluster_contextual	0	"par 'jug pa = asamjnāsamāpattih ""Erlangung"	review	review
review_queue	wts_35_51	173	78	Prajnāpāramitā-Gelehrten	Prajñāpāramitā-Gelehrten	sanskrit_jn_cluster_contextual	0	"Prajnāpāramitā-Gelehrten"" (Nel 25b6 Gl.);"	review	review
review_queue	wts_35_51	243	55	Buddhajnānapāda	Buddhajñānapāda	sanskrit_jn_cluster_contextual	0	"""der große Vajrācārya Buddhajnānapāda zu-"	review	review
review_queue	wts_35_51	244	48	sarvatathāgatavajrābhisckajniā	sarvatathāgatavajrābhisckajñiā	sanskrit_jn_cluster_contextual	0	phyag rgya = sarvatathāgatavajrābhisckajniā-	review	review
review_queue	wts_35_51	301	24	Buddhasöh	Buddhasoh	sanskrit_char_normalize	0	die Disziplin (skt. samvara) der Buddhasöh-	review	review
review_queue	wts_35_51	371	21	śrävaka-Mönchen	śrāvaka-Mönchen	sanskrit_char_normalize	0	jräsana je 500 śrävaka-Mönchen, in Nälan-	review	review
review_queue	wts_35_51	371	31	śri-Nälanda	śri-Nālanda	sanskrit_char_normalize	0	thek von śri-Nälanda, ein Kloster, in dem es	review	review
review_queue	wts_35_51	378	11	Kämesvaras	Kāmesvaras	sanskrit_char_normalize	0	2. Beiname Märas bzw. Kämesvaras.	review	review
review_queue	wts_35_51	549	60	srotravijnānadhātuh	srotravijñānadhātuh	sanskrit_jn_cluster_contextual	0	"bdadhātub, srotravijnānadhātuh ""Bereich des"	review	review
review_queue	wts_35_51	572	75	ktijnānadarsanaskandhab	ktijñānadarsanaskandhab	sanskrit_jn_cluster_contextual	0	"ktijnānadarsanaskandhab ""die Gruppe 'Wis-"	review	review
review_queue	wts_35_51	576	63	vintlakasamjnä	vintlakasamjñā	sanskrit_jn_cluster_contextual	0	"vintlakasamjnä ""die Vorstellung einer blauen"	review	review
review_queue	wts_35_51	587	44	vyādhmātakasamjnā	vyādhmātakasamjñā	sanskrit_jn_cluster_contextual	0	"= vyādhmātakasamjnā ""Wahrnehmung eines"	review	review
review_queue	wts_35_51	597	13	caksurvijnānadhatuh	caksurvijñānadhatuh	sanskrit_jn_cluster_contextual	0	"— pa'i khams = caksurvijnānadhatuh ""Be-"	review	review
review_queue	wts_35_51	597	18	vijnānāhārah	vijñānāhārah	sanskrit_jn_cluster_contextual	0	"sGra 270); — pa'i zas = vijnānāhārah ""die"	review	review
review_queue	wts_35_51	602	22	vijnānānantyāyatanam	vijñānānantyāyatanam	sanskrit_jn_cluster_contextual	0	"mched = vijnānānantyāyatanam ""der Bereich"	review	review
review_queue	wts_35_51	613	68	navijnānadhātuh	navijñānadhātuh	sanskrit_jn_cluster_contextual	0	"navijnānadhātuh ""Bereich des Riechens, des"	review	review
review_queue	wts_35_51	668	50	kasamjnä	kasamjñā	sanskrit_jn_cluster_contextual	0	"kasamjnä ""die Wahrnehmung einer rot ange-"	review	review
review_queue	wts_35_51	680	20	ucchanganäam	ucchanganāam	sanskrit_char_normalize	0	bya'o = Satam ucchanganäam bahnlani nämo-	review	review
review_queue	wts_35_51	867	14	Prajnāparamitāsātra	Prajñāparamitāsātra	sanskrit_jn_cluster_contextual	0	Prajnāparamitāsātra, das der Vater für Glin	review	review
review_queue	wts_35_51	897	6	Prajnāpāramitāsātras	Prajñāpāramitāsātras	sanskrit_jn_cluster_contextual	0	die Prajnāpāramitāsātras; dein pa	review	review
review_queue	wts_35_51	897	10	Prajnāpāramitā-Gelehrten	Prajñāpāramitā-Gelehrten	sanskrit_jn_cluster_contextual	0	"der Prajnāpāramitā-Gelehrten"" (Nel 256);"	review	review
review_queue	wts_35_51	897	19	Prajnāpāramitāsūtras	Prajñāpāramitāsūtras	sanskrit_jn_cluster_contextual	0	Prajnāpāramitāsūtras kannten, an das obere	review	review
review_queue	wts_35_51	899	65	Prajnaptivādins	Prajñaptivādins	sanskrit_jn_cluster_contextual	0	"tiyas, die Prajnaptivādins und die Caitikas"""	review	review
review_queue	wts_35_51	901	22	Aryaratnakäta	Aryaratnakāta	sanskrit_char_normalize	0	Aryaratnakäta sind zusammengerechnet 49,	review	review
review_queue	wts_35_51	1005	14	Sanisära	Saṃsāra	sanskrit_promoted_context_allowlist	0	deren zu bewirken, gibt es im Sanisära kein	review	review
review_queue	wts_35_51	1031	69	prajnāparamitāsiitra	prajñāparamitāsiitra	sanskrit_jn_cluster_contextual	0	"hasrikä[prajnāparamitāsiitra]"" (Nel 12a5); lo"	review	review
review_queue	wts_35_51	1059	8	paryastikäkrtäyäglänäya	paryastikākrtāyāglānāya	sanskrit_char_normalize	0	la chos mi bad = na paryastikäkrtäyäglänäya	review	review
review_queue	wts_35_51	1078	83	Yasahprajnā	Yasahprajñā	sanskrit_jn_cluster_contextual	0	"""die edlen Arhantis Yasahprajnā, Schya-su-ta"	review	review
corrected_text_scan	wts_35_51	1	3	päcanyä		residual_sanskrit_like_damage		pa = samayā päcanyä grahanyä samanväga-	low	review
corrected_text_scan	wts_35_51	1	3	grahanyä		residual_sanskrit_like_damage		pa = samayā päcanyä grahanyä samanväga-	low	review
corrected_text_scan	wts_35_51	1	3	samanväga-		residual_sanskrit_like_damage		pa = samayā päcanyä grahanyä samanväga-	low	review
corrected_text_scan	wts_35_51	1	59	usmahänih		residual_sanskrit_like_damage		Lex. usmahänih (Mvy 6455).	low	review
corrected_text_scan	wts_35_51	4	19	Uddiyäna		residual_sanskrit_like_damage		bliothek von Uddiyäna das Yamāntakatantra	low	review
corrected_text_scan	wts_35_51	4	34	Vihära		residual_sanskrit_like_damage		edle Arhanti Dharmabalā, den Vihära von	low	review
corrected_text_scan	wts_35_51	4	46	fällt		residual_sanskrit_like_damage		"Zin ""die Zeit des jungen Königs Aśoka fällt"	low	review
corrected_text_scan	wts_35_51	4	55	Äquiva-		residual_sanskrit_like_damage		"mi glen pa la dig pa daṅ ""dhik ist ein Äquiva-"	low	review
corrected_text_scan	wts_35_51	7	2	ärambanakam		residual_sanskrit_like_damage		Lex. ärambanakam (Mvy 5589); gdan (v.l.	low	review
corrected_text_scan	wts_35_51	12	74	zählige		residual_sanskrit_like_damage		"zählige Buddhas zu bitten"" (Mvy 861); gsol"	low	review
corrected_text_scan	wts_35_51	14	54	zavavädah		residual_sanskrit_like_damage		"fekt"" (Dagy); — pa smra ba zavavädah (Mvy"	low	review
corrected_text_scan	wts_35_51	19	20	Dämonen		residual_sanskrit_like_damage		"Dämonen mit einem Eid"" (Bu-śz 26,7); —"	low	review
corrected_text_scan	wts_35_51	22	21	Gequält-		residual_sanskrit_like_damage		"sdug bsṅal ""die Qual des von Hitze Gequält-"	low	review
corrected_text_scan	wts_35_51	23	42	gosärakah		residual_sanskrit_like_damage		"Lex. gosärakah ""Balken"" (Mvy 5577); — ma"	low	review
corrected_text_scan	wts_35_51	27	4	Träumen		residual_sanskrit_like_damage		"Träumen"" (Glu 336); Sa Jam mal sa naṅ"	low	review
corrected_text_scan	wts_35_51	30	70	Wär-		residual_sanskrit_like_damage		"Lex. drod ṅul ni bloi ~ lta ba ""die Wär-"	low	review
corrected_text_scan	wts_35_51	34	12	männliche		residual_sanskrit_like_damage		gdon ñan Bez. für das männliche	low	review
corrected_text_scan	wts_35_51	39	66	mätangah		residual_sanskrit_like_damage		gtum byed du gdags = candālah, mätangah	low	review
corrected_text_scan	wts_35_51	43	33	äsam		residual_sanskrit_like_damage		di Zes bya bar gyur = amutrāham äsam evam	low	review
corrected_text_scan	wts_35_51	44	19	tyayatäs		residual_sanskrit_like_damage		"tyayatäs genannt: adhipatipratyayatā [usw.]"""	low	review
corrected_text_scan	wts_35_51	44	76	Getränk		residual_sanskrit_like_damage		4. Bez. für alkoholisches Getränk, chaṅ.	low	review
corrected_text_scan	wts_35_51	45	67	mämaki		residual_sanskrit_like_damage		Lex. mämaki (Mvy 4275).	low	review
corrected_text_scan	wts_35_51	46	23	mamakärah		residual_sanskrit_like_damage		Lex. mamakärah (Mvy 2160).	low	review
corrected_text_scan	wts_35_51	47	24	Einsätze		residual_sanskrit_like_damage		"skugs la śor to ""sie verloren die Einsätze, an-"	low	review
corrected_text_scan	wts_35_51	48	4	ä		residual_sanskrit_like_damage		sen gleichwertig mit !bdag ñid can u. ä.: dem	low	review
corrected_text_scan	wts_35_51	48	34	ängstlich		residual_sanskrit_like_damage		"Wesen nach ängstlich sein"" (ViśT 236,13);"	low	review
corrected_text_scan	wts_35_51	48	81	Nägn		residual_sanskrit_like_damage		"skt. ātmambhari)"" (Nägn 47,11)."	low	review
corrected_text_scan	wts_35_51	49	39	säin		residual_sanskrit_like_damage		(Mvy 876); säin rjei — = karimātmakah	low	review
corrected_text_scan	wts_35_51	49	57	stät		residual_sanskrit_like_damage		"stät, Würde"" (Mvy 6548)."	low	review
corrected_text_scan	wts_35_51	49	75	Lebenslänge		residual_sanskrit_like_damage		"für die Lebenslänge des Mahāsattva"" (Suv"	low	review
corrected_text_scan	wts_35_51	50	10	mahätnä		residual_sanskrit_like_damage		Lex. mahätnä (Mvy 29, Abt. sans reyas kyi	low	review
corrected_text_scan	wts_35_51	50	33	ätmamänah		residual_sanskrit_like_damage		Lex. ätmamänah (Mvy 2122).	low	review
corrected_text_scan	wts_35_51	50	45	ätnadrstib		residual_sanskrit_like_damage		Lex. ätnadrstib (Mvy 2121).	low	review
corrected_text_scan	wts_35_51	50	50	gäan		residual_sanskrit_like_damage		dinan sogs — pa daṅ / gäan ñid du nibdag byas	low	review
corrected_text_scan	wts_35_51	50	56	ätmamohab		residual_sanskrit_like_damage		Lex. ätmamohab (Mvy 2120).	low	review
corrected_text_scan	wts_35_51	50	75	bäin		residual_sanskrit_like_damage		gal te de bäin gśegs pas sems can gaṅ la la 7/9	low	review
corrected_text_scan	wts_35_51	56	56	ätmasnehah		residual_sanskrit_like_damage		Lex. ätmasnehah (Mvy 2123).	low	review
corrected_text_scan	wts_35_51	56	61	ätmopakramah		residual_sanskrit_like_damage		Lex. ätmopakramah (Mvy 7171).	low	review
corrected_text_scan	wts_35_51	56	63	ätmahitam		residual_sanskrit_like_damage		Lex. ätmahitam (Mvy 2872).	low	review
corrected_text_scan	wts_35_51	56	65	Kämeśvaras		residual_sanskrit_like_damage		bzw. Kämeśvaras.	low	review
corrected_text_scan	wts_35_51	56	80	ätmakäamab		residual_sanskrit_like_damage		Lex. ätmakäamab (Mvy 7609).	low	review
corrected_text_scan	wts_35_51	57	9	ätmajiiab		residual_sanskrit_like_damage		Lex. ätmajiiab (Mvy 2389).	low	review
corrected_text_scan	wts_35_51	58	65	parimärjanam		residual_sanskrit_like_damage		parimärjanam (Mvy 9421).	low	review
corrected_text_scan	wts_35_51	59	67	Räucherwerk		residual_sanskrit_like_damage		"ba daṅ (metr.) ""Räucherwerk, Speiseopfern"	low	review
corrected_text_scan	wts_35_51	60	4	Räucherwerk		residual_sanskrit_like_damage		"pitam ""mit Räucherwerk beräuchert"" (Mvy"	low	review
corrected_text_scan	wts_35_51	60	4	beräuchert		residual_sanskrit_like_damage		"pitam ""mit Räucherwerk beräuchert"" (Mvy"	low	review
corrected_text_scan	wts_35_51	60	26	Räu-		residual_sanskrit_like_damage		Goldglanz[sūtra] zu opfern, es mit Räu-	low	review
corrected_text_scan	wts_35_51	61	30	wältigte		residual_sanskrit_like_damage		wältigte auch Māra, die Anhäufungen, und	low	review
corrected_text_scan	wts_35_51	61	30	Anhäufungen		residual_sanskrit_like_damage		wältigte auch Māra, die Anhäufungen, und	low	review
corrected_text_scan	wts_35_51	61	77	märahb		residual_sanskrit_like_damage		Lex. märahb (sGra 163; Mvy 3134); — dam	low	review
corrected_text_scan	wts_35_51	61	81	Bändigung		residual_sanskrit_like_damage		"ba = māradharsanam ""Bändigung Märas"""	low	review
corrected_text_scan	wts_35_51	61	81	Märas		residual_sanskrit_like_damage		"ba = māradharsanam ""Bändigung Märas"""	low	review
corrected_text_scan	wts_35_51	61	86	Dämon		residual_sanskrit_like_damage		"""er besiegte kraft des Samādhi den Dämon"	low	review
corrected_text_scan	wts_35_51	62	71	mudrä		residual_sanskrit_like_damage		mudrä (Mvy 4312).	low	review
corrected_text_scan	wts_35_51	63	41	Dämo-		residual_sanskrit_like_damage		"kas cho ñas (r. es) btab ""das ganze Dämo-"	low	review
corrected_text_scan	wts_35_51	64	50	märajit		residual_sanskrit_like_damage		Lex. märajit (Mvy 26).	low	review
corrected_text_scan	wts_35_51	65	24	Kämadeva		residual_sanskrit_like_damage		1. Bez. für Māra bzw. Kämadeva, skt. māra	low	review
corrected_text_scan	wts_35_51	65	37	Mära		residual_sanskrit_like_damage		dem Upagupta sogar den sūndhaften Mära	low	review
corrected_text_scan	wts_35_51	71	7	'Mära-Besieger'		residual_sanskrit_like_damage		den 'Mära-Besieger' (skt. mārtanda) als Ge-	low	review
corrected_text_scan	wts_35_51	75	44	schätzen		residual_sanskrit_like_damage		"schätzen"" (Ahs 1.3.25d); bsñen bkur bgyis"	low	review
corrected_text_scan	wts_35_51	84	22	unzählige		residual_sanskrit_like_damage		"śog (metr.) ""möge ich unzählige Weltberei-"	low	review
corrected_text_scan	wts_35_51	84	80	Samä-		residual_sanskrit_like_damage		mñon par dea' ba med pa ein Samä-	low	review
corrected_text_scan	wts_35_51	90	63	tä		residual_sanskrit_like_damage		"tä"" (Räg 69,8); — par skad cig kyaṅ grub pa"	low	review
corrected_text_scan	wts_35_51	90	63	Räg		residual_sanskrit_like_damage		"tä"" (Räg 69,8); — par skad cig kyaṅ grub pa"	low	review
corrected_text_scan	wts_35_51	92	66	äryasatyani		residual_sanskrit_like_damage		äryasatyani (Mvy 1189).	low	review
corrected_text_scan	wts_35_51	94	63	äußerst		residual_sanskrit_like_damage		"pa ""äußerst jugendlich"" (ViśT 126,28); grod"	low	review
corrected_text_scan	wts_35_51	96	84	ähn-		residual_sanskrit_like_damage		(skt. lāvanya) und Größe ein wenig ähn-	low	review
corrected_text_scan	wts_35_51	99	11	längala-		residual_sanskrit_like_damage		Lex. — dan 040/ gyi dbyig pa'o = isā längala-	low	review
corrected_text_scan	wts_35_51	110	70	bäi		residual_sanskrit_like_damage		"nes Vogelherzens"" (Mvy 6101); — zur bäi pa"	low	review
corrected_text_scan	wts_35_51	111	32	pratyayatäs		residual_sanskrit_like_damage		"""im Sūtra sind vier pratyayatäs genannt: he-"	low	review
corrected_text_scan	wts_35_51	111	36	Srävakas		residual_sanskrit_like_damage		glanzsūtra, das alle Srävakas und Pratycka-	low	review
corrected_text_scan	wts_35_51	111	46	Sästras		residual_sanskrit_like_damage		"die Sūtras, Tantras, Upadesas, Sästras usw,"""	low	review
corrected_text_scan	wts_35_51	111	78	Bände		residual_sanskrit_like_damage		"die sechs Bände der zwanzig Sūtras drucken"""	low	review
corrected_text_scan	wts_35_51	111	84	sätram		residual_sanskrit_like_damage		Lex. sätram (Mvy 1436); sans rgyas chos	low	review
corrected_text_scan	wts_35_51	114	32	dä		residual_sanskrit_like_damage		~ sa dha rma pun dä ri ka daṅ / bye ma la pri	low	review
corrected_text_scan	wts_35_51	114	58	erwähnten		residual_sanskrit_like_damage		dem sie die oben erwähnten Sūtras usw. rezi-	low	review
corrected_text_scan	wts_35_51	115	18	Sästra		residual_sanskrit_like_damage		Sūtras verfaßte er auch je ein Sästra, das den	low	review
corrected_text_scan	wts_35_51	115	23	sätram		residual_sanskrit_like_damage		Lex. sätram (Mvy 1412); säträntab (Mvy	low	review
corrected_text_scan	wts_35_51	115	23	säträntab		residual_sanskrit_like_damage		Lex. sätram (Mvy 1412); säträntab (Mvy	low	review
corrected_text_scan	wts_35_51	115	51	Tär		residual_sanskrit_like_damage		"der Ehrwürdige Srilābha"" (Tär 54,2)."	low	review
corrected_text_scan	wts_35_51	115	52	sauträntikab		residual_sanskrit_like_damage		Lex. sauträntikab (Mvy 5147); nan pa'i grub	low	review
corrected_text_scan	wts_35_51	115	62	Kumärasena		residual_sanskrit_like_damage		"gen Kenner der Sūtras namens Kumärasena"""	low	review
corrected_text_scan	wts_35_51	117	82	Sautäntrika		residual_sanskrit_like_damage		"stoṅ pa yin par 'dod la ""die Sautäntrika be-"	low	review
corrected_text_scan	wts_35_51	118	2	Astasāhasrikāprajnāpara-		residual_sanskrit_like_damage		haupten, es sei das Astasāhasrikāprajnāpara-	low	review
corrected_text_scan	wts_35_51	118	3	mitä		residual_sanskrit_like_damage		"mitä[sūtra]"" (Tär 46,17); — skyes bu gsum gyi"	low	review
corrected_text_scan	wts_35_51	118	3	Tär		residual_sanskrit_like_damage		"mitä[sūtra]"" (Tär 46,17); — skyes bu gsum gyi"	low	review
corrected_text_scan	wts_35_51	121	23	samäsatah		residual_sanskrit_like_damage		"Lex. samäsatah ""kurzgefaßt"" (Mvy 7195)."	low	review
corrected_text_scan	wts_35_51	121	41	gemäß		residual_sanskrit_like_damage		Überlieferung gemäß kurz (skt. samasāt) be-	low	review
corrected_text_scan	wts_35_51	122	26	sätram		residual_sanskrit_like_damage		Lex. sätram (Mvy 1446).	low	review
corrected_text_scan	wts_35_51	127	18	sirmapaläsab		residual_sanskrit_like_damage		Lex. sirmapaläsab (Mvy 4229, Abt. sin gi	low	review
corrected_text_scan	wts_35_51	128	15	Nä-		residual_sanskrit_like_damage		"Lex. ~ su = ñe 'dabs siam Zol du ""in der Nä-"	low	review
corrected_text_scan	wts_35_51	133	24	sträuben		residual_sanskrit_like_damage		"meine Haare sträuben sich"" (ViśT 168,24);"	low	review
corrected_text_scan	wts_35_51	135	46	nägatapratyutpannänäm		residual_sanskrit_like_damage		nägatapratyutpannänäm buddhanaām bhaga-	low	review
corrected_text_scan	wts_35_51	139	11	Aktivität		residual_sanskrit_like_damage		Aktivität, die so lange wie der Saṃsāra [be-	low	review
corrected_text_scan	wts_35_51	139	21	nämlich		residual_sanskrit_like_damage		"byin pa daṅ ""dieser Körper, nämlich Fü-"	low	review
corrected_text_scan	wts_35_51	143	67	bäugs		residual_sanskrit_like_damage		"ñe du' nan — du bde bar bäugs Sig ""le-"	low	review
corrected_text_scan	wts_35_51	145	42	nämlich		residual_sanskrit_like_damage		terlasse, nämlich die Abteilungen der Sūtras	low	review
corrected_text_scan	wts_35_51	146	4	schätzte		residual_sanskrit_like_damage		"kyaṅ brñas so ""nun aber schätzte ihn sogar"	low	review
corrected_text_scan	wts_35_51	146	87	nämlich		residual_sanskrit_like_damage		"Lex. tathā hi ""denn so, nämlich"" (Mvy 5431);"	low	review
corrected_text_scan	wts_35_51	147	77	Tär		residual_sanskrit_like_damage		"len"" (Tär 27,4); ñas ~ bya'o ""ich werde es"	low	review
corrected_text_scan	wts_35_51	152	19	Säla-Bäumen		residual_sanskrit_like_damage		"in Kuśinagarī zwischen zwei Säla-Bäumen"""	low	review
corrected_text_scan	wts_35_51	152	54	ständig		residual_sanskrit_like_damage		man hier für die Schar der Bhūtas ständig	low	review
corrected_text_scan	wts_35_51	155	78	samagrasämagri		residual_sanskrit_like_damage		Lex. samagrasämagri (Mvy 2170).	low	review
corrected_text_scan	wts_35_51	156	29	Kontinuität		residual_sanskrit_like_damage		"Kontinuität der Saṃskāras"" (T4115 533);"	low	review
corrected_text_scan	wts_35_51	156	36	samskärab		residual_sanskrit_like_damage		Lex. samskärab (Mvy 2243, Abt. rten cin	low	review
corrected_text_scan	wts_35_51	158	34	pratikäülasamjnä		residual_sanskrit_like_damage		"pa — = āhāre pratikäülasamjnä ""beim Essen"	low	review
corrected_text_scan	wts_35_51	159	26	asamjnāsamāpattih		residual_sanskrit_like_damage		"par 'jug pa = asamjnāsamāpattih ""Erlangung"	low	review
